U13;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
880001;Çë°¡¸® ¼®À¯ ³ëµ¿Á¶ÇÕ ;T1600;5;1900;1970;industrial_engineering;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880002;Çë°¡¸® °øÇÐ ³ëµ¿Á¶ÇÕ ;T1601;4;1900;1970;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880003;Çë°¡¸® ±º¼ö ³ëµ¿Á¶ÇÕ ;T1602;3;1900;1970;mechanics;artillery;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880004;Çë°¡¸® Ç×°ø ³ëµ¿Á¶ÇÕ ;T1604;5;1900;1970;aeronautics;industrial_engineering;technical_efficiency;electronics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880005;Çë°¡¸® ÀÎ¹Î °ø±º ;T1602;5;1900;1970;aeronautics;technical_efficiency;electronics;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880006;MOLAJ ³ëµ¿Á¶ÇÕ ;T1606;6;1944;1970;industrial_engineering;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880007;¼Ø¹öÅ×ÀÌ Æä·»Ã÷ ;T1607;4;1930;1960;small_unit_tactics;decentralized_execution;combined_arms_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880008;µ¥ºê·ÚÁö ÁË¸£Áö ;T1608;5;1940;1960;fighter_tactics;piloting;training;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880009;¿ÜÆ®ºÆ½Ã ·Î¶õµå ´ëÇÐ ;T1610;4;1900;1970;nuclear_physics;nuclear_engineering;mathematics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880010;ºÆ·Ú½Ã ¾ß³ë½Ã ;T1611;4;1930;1960;combined_arms_focus;centralized_execution;large_unit_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880011;¹öÀÌ Á¹Åº ;T1614;5;1930;1970;electronics;management;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880012;Çë°¡¸® ÀÎ¹Î±º; 100494;3;1900;1970;infantry_focus;small_unit_tactics;decentralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
