U26;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
945001;브라운-보베리 ;100288;5;1900;1970;electronics;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945002;도르니어 스위스 ;T3301;6;1900;1970;aeronautics;bomber_design;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945003;EKW ;T3302;5;1900;1970;aeronautics;fighter_design;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945004;푸러 ;T3303;5;1900;1970;mechanics;general_equipment;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945005;라 로셰 ;T3304;5;1900;1970;chemistry;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945006;외를리콘 토목 공사 ;T3305;6;1900;1970;mechanics;artillery;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945007;외데를린 금속 ;T3306;5;1900;1970;mechanics;industrial_engineering;general_equipment;artillery;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945008;산도즈 ;T3307;6;1900;1970;chemistry;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945009;SIG ;T3308;6;1900;1970;mechanics;general_equipment;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945010;줄처 ;T3309;7;1900;1970;mechanics;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945011;에티엔 프리모 ;T3310;6;1942;1960;fighter_tactics;training;piloting;decentralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945012;프리츠 리너 ;T3311;5;1930;1960;bomber_tactics;combined_arms_focus;centralized_execution;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945013;앙리 기상 ;T3312;5;1930;1954;training;decentralized_execution;combined_arms_focus;small_unit_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945014;폴 쇼데 ;T3314;4;1955;1967;piloting;decentralized_execution;combined_arms_focus;small_unit_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
945015;파울 셰러 ;T3315;6;1930;1969;nuclear_physics;nuclear_engineering;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
