U30;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
965001;스테우아 로마나 정유공장 ;T2901;4;1900;1970;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965002;UDR 공장 ;T2902;4;1900;1970;mechanics;artillery;training;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965003;IAR ;T2903;3;1910;1930;aeronautics;fighter_design;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965004;IAR ;T2903;6;1931;1970;aeronautics;fighter_design;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965005;말락사 작업장 ;T2904;5;1900;1970;chemistry;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965006;CMC 금속 공장 ;T2906;4;1900;1970;artillery;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965007;MAN ;T2907;6;1900;1970;industrial_engineering;mechanics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965008;에마노일 이오네스쿠 ;T2908;6;1944;1970;bomber_tactics;combined_arms_focus;fighter_tactics;training;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965009;미하일 라스칼 ;T2912;6;1945;1950;small_unit_tactics;decentralized_execution;infantry_focus;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965010;부쿠레슈티 종합대학 ;T2914;3;1900;1970;mechanics;chemistry;electronics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965011;루마니아 국방부 ;T2915;4;1900;1970;large_unit_tactics;centralized_execution;small_taskforce_tactics;fighter_tactics;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965012;루마니아 산악보병 사단 ;T2916;3;1900;1970;mountain_training;small_unit_tactics;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965013;레오니다 작업장 ;100429;3;1900;1970;mechanics;artillery;technical_efficiency;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965014;부쿠레슈티 육군 무기공장 ;100430;3;1900;1970;mechanics;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
965015;콘스탄차 조선소 ;100431;3;1900;1970;naval_engineering;naval_artillery;submarine_design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
