U08;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
855001;Head of State;빌헬름 2세 ;1888;1933;1999;PA;Benevolent Puppet Kaiser;High;3451;X
855002;Head of State;빌헬름 3세 ;1908;1933;1999;PA;Weary Stiffneck;High;3450;X
855003;Head of Government;베른하르트 폰 뷜로우 ;1900;1930;1999;SC;Flamboyant Tough Guy;High;3430;X
855004;Head of Government;테오발트 폰 베트만 홀베크 ;1909;1922;1999;SC;Naive Optimist;High;3438;X
855005;Head of Government;게오르크 미하일리스 ;1917;1933;1999;PA;Happy Amateur;High;3439;X
855006;Head of Government;게오르크 폰 헤르틀링 ;1917;1920;1999;SC;Backroom Backstabber;High;3437;X
855007;Head of Government;막시밀리안 폰 바덴 ;1918;1930;1999;PA;Naive Optimist;High;3442;X
855008;Foreign Minister;빌헬름 에두아르트 폰 쇼엔 ;1904;1914;1999;PA;Iron Fisted Brute;High;3417;X
855009;Foreign Minister;알프레드 폰 키데를렌 배히터 ;1907;1917;1999;PA;General Staffer;High;3431;X
855010;Foreign Minister;고틀리프 폰 야고우 ;1910;1920;1999;SC;Ideological Crusader;High;3418;X
855011;Foreign Minister;아르투르 짐머만 ;1913;1923;1999;PA;Great Compromiser;High;3432;X
855012;Foreign Minister;리하르트 폰 퀼만 ;1914;1924;1999;PA;Apologetic Clerk;High;3426;X
855013;Foreign Minister;파울 폰 힌체 ;1915;1925;1999;SC;Biased Intellectual;High;3415;X
855014;Foreign Minister;빌헬름 하인리히 졸프 ;1915;1925;1999;SC;The Cloak N Dagger Schemer;High;3421;X
855015;Foreign Minister;아돌프 마샬 폰 비버슈타인 ;1902;1912;1999;PA;Iron Fisted Brute;High;3412;X
855016;Foreign Minister;한스 폰 방엔하임 ;1905;1915;1999;PA;General Staffer;High;8393;X
855017;Foreign Minister;파울 메테르니히 ;1906;1916;1999;SC;Ideological Crusader;High;8415;X
855018;Foreign Minister;요한 하인리히 폰 베른스토프 ;1921;1931;1999;PA;Great Compromiser;High;8401;X
855019;Foreign Minister;아돌프 게오르크 폰 말찬 ;1917;1927;1999;PA;Apologetic Clerk;High;8376;X
855020;Foreign Minister;오토 비트펠트 ;1922;1925;1999;SC;Biased Intellectual;High;8413;X
855021;Foreign Minister;율리우스 폰 발트하우젠 ;1922;1932;1999;SC;The Cloak N Dagger Schemer;High;8404;X
