U41;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1020001;Head of State;에릭 코흐 ;1933;1964;1999;NS;Reichskommissar;Very High;3533;X
1020002;Head of Government;클라우스 젤츠너 ;1933;1964;1999;NS;Political Protege;Very High;7207;X
1020003;Foreign Minister;에릭 코흐 ;1933;1964;1999;NS;Iron fisted Brute;Very High;3533;X
1020004;Minister of Armament;알프레드 프라우엔펠트 ;1933;1964;1999;NS;Resource Industrialist;High;3535;X
1020005;Minister of Security;에리히 나우만 ;1933;1964;1999;NS;Prince of Terror;Very High;3538;X
1020006;Head of Military Intelligence;고틀로프 베르거 ;1933;1964;1999;NS;Logistics Specialist;High;3537;X
1020007;Chief of Staff;카를 키칭거 ;1933;1964;1999;NS;School of Defence;Very High;L925;X
1020008;Chief of Army;카를 키칭거 ;1933;1964;1999;NS;Static Defence Doctrine;Very High;L925;X
1020009;Chief of Navy;에리히 레더 ;1933;1964;1999;NS;Decisive Naval Battle Doctrine;High;2642;X
1020010;Chief of Air Force;헤르만 괴링 ;1933;1964;1999;NS;The Iron Knight;Very High;2643;X
1020011;Head of Military Intelligence;게오르크 라이브란트 ;1933;1964;1999;NS;Logistics Specialist;High;3536;X
