U31;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
970001;Minister of Armament;루돌프 슬란스키 ;1933;1964;1999;ST;Theoretical Scientist;Medium;M24024;X
970002;Head of Military Intelligence;제나크 피어링어 ;1933;1964;1999;ST;Political Specialist;Very High;M24026;X
970003;Head of State;에두아르드 베네시 ;1945;1964;1999;ST;Pig-headed Isolationist;High;2379;X
970005;Head of State;클레멘트 고트발트 ;1933;1964;1999;ST;Barking Buffoon;High;M24021;X
970007;Head of Government;구스타브 후샥 ;1933;1964;1999;ST;Political Protege;High;M24022;X
970008;Foreign Minister;블라디미르 클레멘티스 ;1933;1964;1999;ST;Great Compromiser;Medium;M24023;X
970009;Foreign Minister;구스타브 후샥 ;1941;1964;1999;ST;Iron Fisted Brute;High;M24022;X
970010;Foreign Minister;루돌프 슬란스키 ;1943;1964;1999;ST;the cloak n dagger schemer;High;M24024;X
970011;Minister of Armament;보후밀 슈테판섹 ;1933;1964;1999;ST;Tank Proponent;Medium;M24079;X
970012;Minister of Armament;카렐 올마넥 ;1941;1964;1999;ST;laissez-faire capitalist;Medium;M24080;X
970013;Minister of Armament;루돌프 슬란스키 ;1945;1964;1999;ST;Theoretical Scientist;Medium;M24024;X
970014;Minister of Security;프로코프 드리티나 ;1933;1964;1999;ST;Man of the People;High;M24025;X
970016;Minister of Security;크리스토프 에메리흐 ;1941;1964;1999;ST;Silent Lawyer;Very High;M24097;X
970017;Minister of Security;요제프 제만 ;1945;1964;1999;ST;Back Stabber;Very High;M24098;X
970018;Head of Military Intelligence;엘리냐스 콘 ;1933;1964;1999;ST;Technical Specialist;High;M24041;X
970019;Head of Military Intelligence;루돌프 슬란스키 ;1940;1964;1999;ST;Political Specialist;High;M24024;X
970020;Head of Military Intelligence;제나크 피어링어 ;1945;1964;1999;ST;Dismal Enigma;Very High;M24026;X
970021;Chief of Staff;루드비크 스보보다 ;1933;1964;1999;ST;School of Mass Combat;High;M24027;X
970022;Chief of Army;루드비크 스보보다 ;1933;1964;1999;ST;Static Defence Doctrine;High;M24027;X
970023;Chief of Navy;클레멘트 고트발트 ;1933;1964;1999;ST;Base Control Doctrine;High;M24021;X
970024;Chief of Air Force;얀 프로코프 ;1933;1964;1999;ST;Vertical Envelopment Doctrine;High;M24030;X
970025;Head of Government;클레멘트 고트발트 ;1945;1964;1999;ST;Backroom Backstabber;High;M24021;X
970026;Head of State;안토닌 자포토츠키 ;1953;1964;1999;ST;Pig-headed Isolationist;High;M24151;X
970027;Head of Government;안토닌 노보트니 ;1953;1964;1999;ST;Corporate Suit;High;M24152;X
970028;Foreign Minister;빌리암 시로츠키 ;1950;1964;1999;ST;Iron Fisted Brute;Medium;M24153;X
970029;Minister of Armament;루드비크 스보보다 ;1933;1964;1999;ST;Military Entrepreneur;Medium;M24027;X
970030;Minister of Armament;알렉세이 체피츠카 ;1950;1964;1999;ST;Infantry Proponent;Medium;M24155;X
970031;Minister of Security;바츠라프 노섹 ;1945;1964;1999;ST;Efficient Sociopath;Very High;M24156;X
970032;Head of Military Intelligence;프로코프 드리티나 ;1945;1964;1999;ST;Political Specialist;High;M24025;X
970033;Head of Military Intelligence;알렉세이 체피츠카 ;1948;1964;1999;ST;Logistics Specialist;High;M24155;X
970034;Head of Military Intelligence;스테판 라이스 ;1950;1964;1999;ST;Dismal Enigma;High;M24158;X
