U86;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1245001;Head of State;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1245002;Head of Government;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1245003;Foreign Minister;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1245004;Minister of Armament;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1245005;Minister of Security;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1245006;Head of Military Intelligence;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1245007;Chief of Staff;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1245008;Chief of Army;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1245009;Chief of Navy;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1245010;Chief of Air Force;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1245011;Head of State;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1245012;Head of Government;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1245013;Foreign Minister;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1245014;Minister of Armament;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1245015;Minister of Security;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1245016;Head of Military Intelligence;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1245017;Chief of Staff;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1245018;Chief of Army;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1245019;Chief of Navy;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1245020;Chief of Air Force;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1245021;Head of State;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1245022;Head of Government;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1245023;Foreign Minister;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1245024;Minister of Armament;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1245025;Minister of Security;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1245026;Head of Military Intelligence;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1245027;Chief of Staff;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1245028;Chief of Army;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1245029;Chief of Navy;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1245030;Chief of Air Force;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
