U52;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1075001;Head of State;사우드 빈 압둘아지즈 ;1910;1920;1999;PA;Powerhungry Demagogue;Medium;6052;X
1075002;Head of Government;사우드 빈 압둘아지즈 ;1910;1920;1999;PA;Political Protege;Medium;6052;X
1075003;Foreign Minister;사우드 빈 압둘아지즈 ;1910;1920;1999;PA;Great Compromiser;Medium;6052;X
1075004;Minister of Armament;사우드 빈 압둘아지즈 ;1910;1920;1999;PA;Military Entrepreneur;Medium;6052;X
1075005;Minister of Security;사우드 빈 압둘아지즈 ;1910;1920;1999;PA;Man of the People;Medium;6052;X
1075006;Head of Military Intelligence;사우드 빈 압둘아지즈 ;1910;1920;1999;PA;Industrial Specialist;Medium;6052;X
1075007;Chief of Staff;사우드 빈 압둘아지즈 ;1910;1920;1999;PA;School of Defence;Medium;6052;X
1075008;Chief of Army;사우드 빈 압둘아지즈 ;1910;1920;1999;PA;Guns and Butter Doctrine;Medium;6052;X
;Replacements;;;;;;;;;X
1075011;Head of State;압둘라 빈 미타브 ;1920;1921;1999;PA;Stern Imperialist;Medium;unknownminister;X
1075012;Head of Government;압둘라 빈 미타브 ;1920;1921;1999;PA;Corporate Suit;Medium;unknownminister;X
1075013;Foreign Minister;압둘라 빈 미타브 ;1920;1921;1999;PA;Apologetic Clerk;Medium;unknownminister;X
1075014;Minister of Armament;압둘라 빈 미타브 ;1920;1921;1999;PA;Theoretical Scientist;Medium;unknownminister;X
1075015;Minister of Security;압둘라 빈 미타브 ;1920;1921;1999;PA;Crime Fighter;Medium;unknownminister;X
1075016;Head of Military Intelligence;압둘라 빈 미타브 ;1920;1921;1999;PA;Technical Specialist;Medium;unknownminister;X
1075017;Chief of Staff;압둘라 빈 미타브 ;1920;1921;1999;PA;School of Psychology;Medium;unknownminister;X
1075018;Chief of Army;압둘라 빈 미타브 ;1920;1921;1999;PA;Static Defence Doctrine;Medium;unknownminister;X
1075019;Head of State;모하마드 빈 탈랄 ;1921;1935;1999;PA;Insignificant Layman;Medium;unknownminister;X
1075020;Head of Government;모하마드 빈 탈랄 ;1921;1935;1999;PA;Happy Amateur;Medium;unknownminister;X
1075021;Foreign Minister;모하마드 빈 탈랄 ;1921;1935;1999;PA;Great Compromiser;Medium;unknownminister;X
1075022;Minister of Armament;모하마드 빈 탈랄 ;1921;1935;1999;PA;Infantry Proponent;Medium;unknownminister;X
1075023;Minister of Security;모하마드 빈 탈랄 ;1921;1935;1999;PA;Silent Lawyer;Medium;unknownminister;X
1075024;Head of Military Intelligence;모하마드 빈 탈랄 ;1921;1935;1999;PA;Logistics Specialist;Medium;unknownminister;X
1075025;Chief of Staff;모하마드 빈 탈랄 ;1921;1935;1999;PA;School of Defence;Medium;unknownminister;X
1075026;Chief of Army;모하마드 빈 탈랄 ;1921;1935;1999;PA;elastic defence doctrine;Medium;unknownminister;X
