U73;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1180001;Head of State;어나이린 베번 ;1933;1964;1999;LWR;Pig-headed Isolationist;High;M1021;X
1180002;Head of Government;오스왈드 모슬리 ;1933;1964;1999;FA;Flamboyant Tough Guy;High;M1012;X
1180003;Head of Government;해리 폴릿 ;1933;1964;1999;LWR;Ambitious Union Boss;High;M1022;X
1180004;Foreign Minister;윌리엄 조이스 ;1933;1964;1999;FA;General Staffer;Low;M1013;X
1180005;Foreign Minister;제럴드 웰즐리 ;1939;1964;1999;FA;Great Compromiser;Low;3822;X
1180006;Foreign Minister;조슬린 빅터 헤이 ;1940;1964;1999;FA;The Cloak N Dagger Schemer;Medium;M1051;X
1180007;Foreign Minister;헨리 윌리엄슨 ;1941;1964;1999;FA;Biased Intellectual;Medium;M1052;X
1180008;Foreign Minister;제럴드 그로스베너 ;1942;1964;1999;FA;Apologetic Clerk;Medium;M1053;X
1180009;Foreign Minister;아치볼드 렘지 ;1943;1964;1999;FA;Iron Fisted Brute;Medium;M1054;X
1180010;Foreign Minister;라자니 팜 덧 ;1933;1964;1999;LWR;Biased Intellectual;Medium;M1023;X
1180011;Foreign Minister;필 피러틴 ;1940;1964;1999;ST;The Cloak N Dagger Schemer;Medium;M1056;X
1180012;Foreign Minister;D.N. 프릿 ;1943;1964;1999;ST;Apologetic Clerk;Medium;M1057;X
1180013;Foreign Minister;데이브 스프링홀 ;1944;1964;1999;LWR;Iron Fisted Brute;Medium;M1058;X
1180014;Foreign Minister;이안 메카도 ;1945;1964;1999;LWR;Ideological Crusader;Medium;M1059;X
1180015;Minister of Armament;오스왈드 모슬리 ;1933;1964;1999;FA;Planned economy proponent;Undying;M1012;X
1180016;Minister of Armament;얼리엇 버논 로 ;1938;1964;1999;FA;Air to Ground Proponent;High;M1069;X
1180017;Minister of Armament;닐 프란시스 호킨스 ;1939;1964;1999;FA;Submarine Proponent;High;M1070;X
1180018;Minister of Armament;알렉산더 레이븐 톰슨 ;1941;1964;1999;FA;Strategic Air Proponent;High;M1071;X
1180019;Minister of Armament;조리안 젠크스 ;1942;1964;1999;FA;Battle Fleet Proponent;High;M1072;X
1180020;Minister of Armament;A.J.P. 테일러 ;1944;1964;1999;FA;laissez-faire capitalist;High;M1073;X
1180021;Minister of Armament;스태퍼드 크립스 ;1933;1964;1999;LWR;Mixed economy;Medium;M1024;X
1180022;Minister of Armament;레슬리 솔레이 ;1938;1964;1999;ST;Resource Industrialist;Medium;M1075;X
1180023;Minister of Armament;아서 호너 ;1940;1964;1999;ST;Administrative Genius;Medium;M1076;X
1180024;Minister of Armament;잭 가스터 ;1941;1964;1999;ST;Submarine Proponent;Medium;M1077;X
1180025;Minister of Armament;에이브 모펫 ;1942;1964;1999;LWR;Tank Proponent;Medium;M1078;X
1180026;Minister of Armament;윌리엄 러스트 ;1944;1964;1999;ST;Infantry Proponent;Medium;M1079;X
1180027;Minister of Armament;코니에 질리아쿠스 ;1945;1964;1999;LWR;Air Superiority Proponent;Medium;M1080;X
1180028;Minister of Security;아놀드 스펜서 리즈 ;1933;1964;1999;FA;Prince of Terror;Low;M1015;X
1180029;Minister of Security;존 베켓 ;1940;1964;1999;FA;Compassionate Gentleman;Medium;M1091;X
1180030;Minister of Security;아서 체스터턴 ;1941;1964;1999;FA;Back Stabber;Medium;M1092;X
1180031;Minister of Security;제프리 햄 ;1942;1964;1999;FA;Crime Fighter;Medium;M1093;X
1180032;Minister of Security;맥스웰 나이트 ;1943;1964;1999;FA;Secret police chief;Medium;M1094;X
1180033;Minister of Security;바이올렛 랜스베리 ;1933;1964;1999;ST;Prince of Terror;Medium;M1095;X
1180034;Minister of Security;레스터 허친슨 ;1938;1964;1999;ST;Back Stabber;Medium;M1096;X
1180035;Minister of Security;존 플래츠 밀스 ;1933;1964;1999;LWR;Silent Lawyer;Medium;M1097;X
1180036;Minister of Security;시드니 질버만 ;1941;1964;1999;ST;Man of the People;Medium;M1098;X
1180037;Minister of Security;바바라 캐슬 ;1945;1964;1999;LWR;Crime Fighter;Medium;M1099;X
1180038;Minister of Security;킴 필비 ;1946;1964;1999;ST;Secret police chief;Very High;M1025;X
1180039;Head of Military Intelligence;S.P. 제임스 ;1933;1964;1999;FA;Industrial Specialist;High;M1016;X
1180040;Head of Military Intelligence;베리 E. 돔빌 ;1940;1964;1999;FA;Naval Intelligence Specialist;High;3817;X
