U28;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
955001;Head of State;오메르 니샤니 ;1933;1964;1999;ST;Resigned Generalissimo;High;M32032;X
955002;Head of State;세이풀라 말러쇼바 ;1945;1964;1999;ST;Popular Figurehead;High;M32050;X
955003;Head of State;엔베르 호자 ;1944;1964;1999;ST;Ruthless Powermonger;High;M32051;X
955004;Head of Government;오메르 니샤니 ;1933;1964;1999;ST;Silent Workhorse;High;M32032;X
955005;Head of Government;세이풀라 말러쇼바 ;1942;1964;1999;ST;Naive Optimist;High;M32050;X
955006;Head of Government;엔베르 호자 ;1944;1964;1999;ST;Local tyrant;High;M32051;X
955007;Foreign Minister;오메르 니샤니 ;1933;1964;1999;ST;Ideological Crusader;Undying;M32032;X
955008;Foreign Minister;하스산 슈차비 ;1942;1964;1999;ST;Iron Fisted Brute;High;M32077;X
955009;Foreign Minister;에스사드 파츠하 ;1870;1964;1999;ST;Apologetic Clerk;Medium;M32036;X
955010;Minister of Armament;에스사드 파츠하 ;1870;1964;1999;ST;Corrupt Kleptocrat;Medium;M32036;X
955011;Minister of Armament;엔베르 호자 ;1942;1964;1999;ST;Infantry Proponent;Very High;M32097;X
955012;Minister of Armament;나노 자나 ;1943;1964;1999;ST;Air to Sea Proponent;Low;M32098;X
955013;Minister of Armament;세이풀라 말러쇼바 ;1944;1964;1999;ST;Submarine Proponent;Low;M32050;X
955014;Minister of Security;판디 크리스토 ;1933;1964;1999;ST;Prince of Terror;Medium;M32035;X
955015;Minister of Security;하스산 슈차비 ;1941;1964;1999;ST;Compassionate Gentleman;High;M32077;X
955016;Minister of Security;하지 레시 ;1942;1964;1999;ST;Efficient Sociopath;Medium;M32014;X
955017;Minister of Security;주흐디 샤바니 ;1943;1964;1999;ST;Crime Fighter;Low;M32121;X
955018;Minister of Security;아지즈 술레이마니 ;1944;1964;1999;ST;Crooked Kleptocrat;Low;M32040;X
955019;Minister of Security;하이러 페타후 ;1945;1964;1999;ST;Man of the People;Very High;M32039;X
955020;Head of Military Intelligence;주흐디 샤바니 ;1933;1964;1999;ST;Political Specialist;Low;M32121;X
955021;Head of Military Intelligence;아바즈 쿠피 ;1942;1964;1999;ST;Industrial Specialist;Medium;M32129;X
955022;Head of Military Intelligence;유프 카자지 ;1944;1964;1999;ST;Naval Intelligence Specialist;Low;M32015;X
955023;Head of Military Intelligence;나노 자나 ;1945;1964;1999;ST;Logistics Specialist;Low;M32098;X
955024;Chief of Staff;메흐메트 셰후 ;1933;1964;1999;ST;School of Mass Combat;Very High;M32017;X
955025;Chief of Staff;주흐디 샤바니 ;1942;1964;1999;ST;School of Manoeuvre;Low;M32121;X
955026;Chief of Staff;프렌크 페르비지 ;1944;1964;1999;ST;School of Fire Support;Very High;M32156;X
955027;Chief of Army;메흐메트 셰후 ;1933;1964;1999;ST;Guns and Butter Doctrine;Very High;M32017;X
955028;Chief of Army;하스산 슈차비 ;1942;1964;1999;ST;Decisive Battle Doctrine;High;M32077;X
955029;Chief of Army;프렌크 페르비지 ;1944;1964;1999;ST;Elastic Defence Doctrine;Very High;M32156;X
955030;Chief of Army;아지즈 술레이마니 ;1945;1964;1999;ST;Armoured Spearhead Doctrine;Low;M32040;X
955031;Chief of Navy;하이러 페타후 ;1933;1964;1999;ST;Decisive Naval Battle Doctrine;Very High;M32039;X
955032;Chief of Navy;엔베르 호자 ;1942;1964;1999;ST;Open Seas Doctrine;Medium;M32034;X
955033;Chief of Navy;할릴 네르구트티 ;1944;1964;1999;ST;Power Projection Doctrine;Medium;M32109;X
955034;Chief of Air Force;아지즈 술레이마니 ;1933;1964;1999;ST;Vertical Envelopment Doctrine;Low;M32040;X
955035;Chief of Air Force;엔베르 호자 ;1942;1964;1999;ST;Carpet Bombing Doctrine;Medium;M32034;X
955036;Chief of Air Force;하이러 페타후 ;1943;1964;1999;ST;Air Superiority Doctrine;Very High;M32039;X
955037;Chief of Air Force;프렌크 페르비지 ;1944;1964;1999;ST;Naval Aviation Doctrine;Very High;M32156;X
955038;Chief of Air Force;주흐디 샤바니 ;1945;1964;1999;ST;Army Aviation Doctrine;Low;M32121;X
