U24;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
935001;Head of State;드와이트 D. 아이젠하워 ;1933;1964;1999;SL;Popular Figurehead;Very High;M6137;X
935002;Head of Government;루시어스 D. 클레이 ;1933;1964;1999;SL;Old General;Very High;L60101;X
935003;Foreign Minister;로버트 D. 머피 ;1933;1964;1999;SL;Ideological Crusader;Very High;1002;X
935004;Minister of Armament;윌리엄 H. 드레이퍼 ;1933;1964;1999;SL;Administrative Genius;Very High;998;X
935005;Minister of Security;어니스트 N. 하몬 ;1933;1964;1999;SL;Crime Fighter;Very High;999;X
935006;Head of Military Intelligence;로버트 A. 맥클루어 ;1933;1964;1999;SL;Political Specialist;Very High;1000;X
935007;Chief of Staff;조셉 T. 맥나니 ;1933;1964;1999;SL;School of Manoeuvre;Very High;1001;X
935008;Chief of Army;루시엔 K. 트러스콧 ;1933;1964;1999;SL;Decisive Battle Doctrine;Very High;L60352;X
935009;Chief of Navy;로버트 L. 곰리 ;1933;1964;1999;SL;Base Control Doctrine;Very High;L60406;X
935010;Chief of Air Force;존 K. 캐넌 ;1933;1964;1999;SL;Air Superiority Doctrine;Very High;L60495;X
935011;Head of State;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935012;Head of Government;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935013;Foreign Minister;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935014;Minister of Armament;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935015;Minister of Security;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935016;Head of Military Intelligence;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935017;Chief of Staff;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935018;Chief of Army;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935019;Chief of Navy;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935020;Chief of Air Force;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935021;Head of State;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935022;Head of Government;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935023;Foreign Minister;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935024;Minister of Armament;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935025;Minister of Security;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935026;Head of Military Intelligence;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935027;Chief of Staff;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935028;Chief of Army;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935029;Chief of Navy;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935030;Chief of Air Force;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
