U04;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
835001;Head of State;에밀 에데 ;1933;1964;1999;SL;Pig-headed Isolationist;High;M529001;X
835002;Head of Government;아이유브 타베트 ;1933;1964;1999;SL;Old General;High;M529002;X
835003;Minister of Armament;알프레드 나카시 ;1933;1964;1999;SL;Air to Ground Proponent;Medium;M529004;X
835004;Minister of Security;칼레드 체하브 ;1940;1964;1999;SL;Prince of Terror;Medium;M529005;X
835005;Chief of Staff;아드리앙 펠티에 ;1933;1964;1999;SL;School of Manoeuvre;Medium;M529007;X
835006;Chief of Army;알프레드 카조 ;1933;1964;1999;SL;Decisive Battle Doctrine;Medium;M529008;X
835007;Chief of Navy;아실 페레티 ;1933;1964;1999;SL;Power Projection Doctrine;Medium;M529009;X
835008;Chief of Air Force;앙리 수라 ;1933;1964;1999;SL;Naval Aviation Doctrine;Medium;M529010;X
835009;Head of State;알프레드 나카시 ;1940;1964;1999;SC;Autocratic Charmer;High;M529004;X
835010;Head of State;샤를 드바 ;1933;1964;1999;PA;Die-hard Reformer;High;M529014;X
835011;Head of Government;칼레드 체하브 ;1940;1964;1999;ML;Political Protege;High;M529005;X
835012;Head of Government;알프레드 나카시 ;1941;1964;1999;SL;Ambitious Union Boss;High;M529004;X
835013;Head of Government;페트로 트라드 ;1943;1964;1999;SL;Smiling Oilman;High;M529022;X
835014;Foreign Minister;자크 보멜 ;1940;1964;1999;SC;Iron Fisted Brute;High;M529032;X
835015;Foreign Minister;에밀 에데 ;1933;1964;1999;PA;Ideological Crusader;High;M529001;X
835016;Minister of Armament;칼레드 체하브 ;1940;1964;1999;SC;Corrupt Kleptocrat;Medium;M529005;X
835017;Chief of Staff;앙투안 하르브 ;1944;1964;1999;SL;School of Mass Combat;Medium;M529052;X
835018;Chief of Staff;이스칸데르 가넴 ;1940;1964;1999;SC;School of Defence;Medium;M529053;X
835019;Chief of Staff;니콜라 루미나초프 ;1933;1964;1999;PA;School of Psychology;Medium;M529054;X
835020;Chief of Army;자밀 라우 ;1944;1964;1999;SL;Armoured Spearhead Doctrine;Medium;M529055;X
835021;Chief of Army;푸아드 체하브 ;1940;1964;1999;SC;Guns and Butter Doctrine;Medium;M529056;X
835022;Chief of Army;라슈라시 아잠 ;1933;1964;1999;PA;Elastic Defence Doctrine;Medium;M529057;X
835023;Chief of Navy;루이 피네 ;1941;1964;1999;SL;Indirect Approach Doctrine;Medium;M529058;X
835024;Chief of Air Force;슬리만 나우파이 ;1944;1964;1999;SL;Air Superiority Doctrine;Medium;M529045;X
835025;Chief of Air Force;에밀 부스타니 ;1940;1964;1999;SC;Air Superiority Doctrine;Medium;M529062;X
835026;Chief of Air Force;페트로 트라드 ;1933;1964;1999;PA;Army Aviation Doctrine;Medium;M529022;X
835027;Head of Government;앙리 당트 ;1933;1964;1999;PA;Old General;High;9887;X
835028;Head of Military Intelligence;앙리 당트 ;1933;1964;1999;PA;Logistics Specialist;High;9887;X
835029;Chief of Staff;앙리 당트 ;1933;1964;1999;PA;School of Defence;High;9887;X
835030;Head of State;카미유 샤몽 ;1952;1964;1999;SC;Powerhungry Demagogue;High;M529070;X
835031;Foreign Minister;푸아드 체하브 ;1950;1964;1999;SC;General Staffer;High;M529056;X
835032;Head of Government;다미앙 드 마르텔 ;1933;1964;1999;SL;Ambitious Union Boss;High;M528002;X
835033;Foreign Minister;자밀 마르담 베이 ;1933;1964;1999;SL;Great Compromiser;High;M528003;X
835034;Minister of Security;이브 모란다 ;1933;1964;1999;SL;Crooked Kleptocrat;Medium;M528005;X
835035;Head of Military Intelligence;다미앙 드 마르텔 ;1933;1964;1999;SL;Logistics Specialist;Medium;M528002;X
835036;Chief of Staff;앙리 아미엘 ;1933;1964;1999;SL;School of Manoeuvre;Medium;M528007;X
835037;Chief of Army;가브리엘 푸오 ;1933;1964;1999;SL;Armoured Spearhead Doctrine;Medium;M528008;X
835038;Chief of Navy;이브 카르 드 뤼산케이 ;1933;1964;1999;SL;Base Control Doctrine;Medium;M528009;X
835039;Chief of Air Force;크리스티앙 쿠드레이 ;1933;1964;1999;SL;Naval Aviation Doctrine;Medium;M528010;X
835040;Head of Government;앙리 당트 ;1933;1964;1999;PA;Old General;High;9887;X
835041;Head of Government;가브리엘 푸오 ;1938;1964;1999;SL;Silent Workhorse;High;M528008;X
835042;Head of Government;조르주 카트로 ;1941;1964;1999;SL;Old General;High;L24029;X
835043;Head of Government;이브 샤타뉴오 ;1943;1964;1999;SL;Corporate Suit;High;M528020;X
835044;Head of Government;자밀 마르담 베이 ;1933;1964;1999;ML;Political Protege;High;M528003;X
835045;Minister of Armament;이브 모란다 ;1933;1964;1999;PA;Air Superiority Proponent;Medium;M528005;X
