U63;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;x
1130001;Head of State;보흐단 파블루 ;1914;1933;1999;SD;benevolent gentleman;Medium;9062;X
1130002;Head of Government;조세프 파테이들 ;1914;1933;1999;SD;silent workhorse;Medium;unknownminister;X
1130003;Foreign Minister;블라디미르 클레산다 ;1914;1933;1999;SD;iron fisted brute;Medium;unknownminister;X
1130004;Foreign Minister;마테지 네메치 ;1914;1933;1999;SD;general staffer;Medium;unknownminister;X
1130005;Minister of Armament;프란티세크 시프 ;1914;1933;1999;SD;infantry proponent;Medium;unknownminister;X
1130006;Minister of Armament;야코슬라프 크랄 ;1914;1933;1999;SD;Steel magnate;Medium;unknownminister;X
1130007;Minister of Armament;루돌프 메데크 ;1914;1933;1999;SD;military entrepreneur;Medium;9069;X
1130008;Minister of Security;빅토르 스보보다 ;1914;1933;1999;SD;compassionate gentleman;Medium;unknownminister;X
1130009;Chief of Staff;미하일 디테리크스 ;1914;1933;1999;SD;school of manoeuvre;Medium;8898;X
1130010;Chief of Staff;보후슬라프 베티카 ;1914;1933;1999;SD;school of defence;Medium;9093;X
1130011;Chief of Army;얀 시로비 ;1914;1933;1999;SD;armoured spearhead doctrine;Medium;9064;X
