U17;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
900001;Minister of Security;외젠 수단 ;1933;1964;1999;LWR;Silent Lawyer;Very High;M15005;X
900002;Head of State;조제프 자크모트 ;1933;1964;1999;ST;Weary Stiffneck;NA;M15020;X
900003;Head of Government;조제프 자크모트 ;1933;1964;1999;ST;Political Protege;NA;M15020;X
900004;Foreign Minister;바르 반 오버르스트레턴 ;1933;1964;1999;ST;Biased Intellectual;Very High;M15118;X
900005;Minister of Armament;아브라함 레온 ;1933;1964;1999;ST;Resource Industrialist;Very High;M15023;X
900006;Minister of Security;아데마르 에노 ;1933;1964;1999;ST;Crime Fighter;Very High;unknownminister;X
900007;Head of Military Intelligence;줄리앙 라아우 ;1933;1964;1999;ST;Political Specialist;Very High;M15024;X
900008;Chief of Staff;헤오르헤스 베레에컨 ;1933;1964;1999;ST;School of Mass Combat;Very High;unknownminister;X
900009;Chief of Army;헤오르헤스 베레에컨 ;1933;1964;1999;ST;Elastic Defence Doctrine;Very High;unknownminister;X
900010;Chief of Navy;헤오르헤스 베레에컨 ;1933;1964;1999;ST;decisive naval battle doctrine;Very High;unknownminister;X
900011;Chief of Air Force;헤오르헤스 베레에컨 ;1933;1964;1999;ST;air superiority doctrine;Very High;unknownminister;X
900012;Head of State;줄리앙 라아우 ;1933;1964;1999;ST;Ruthless Powermonger;NA;M15024;X
900013;Head of Government;폴 앙리 스파크 ;1933;1964;1999;LWR;Ambitious Union Boss;NA;M15034;X
900014;Head of Government;카밀르어 휘스만스 ;1933;1964;1999;LWR;Happy Amateur;NA;M15038;X
900015;Head of Government;조제프 자크모트 ;1933;1964;1999;ST;Political Protege;NA;M15020;X
900016;Head of Government;아힐르어 반 아커르 ;1933;1964;1999;LWR;Corporate Suit;NA;M15041;X
900017;Head of Government;줄리앙 라아우 ;1933;1964;1999;ST;Backroom Backstabber;NA;M15024;X
900018;Foreign Minister;폴 앙리 스파크 ;1933;1964;1999;LWR;Great Compromiser;Very High;M15034;X
900019;Foreign Minister;루이 드 브루케르 ;1933;1964;1999;LWR;Ideological Crusader;Very High;M15047;X
900020;Foreign Minister;외젠 수단 ;1933;1964;1999;LWR;Ideological Crusader;Very High;M15005;X
900021;Foreign Minister;쥘 피르 ;1933;1964;1999;LWR;General Staffer;Very High;M15051;X
900022;Foreign Minister;에드가 랄망 ;1933;1964;1999;ST;Biased Intellectual;Very High;M15022;X
900023;Foreign Minister;줄리앙 라아우 ;1933;1964;1999;ST;Ideological Crusader;Very High;M15024;X
900024;Minister of Armament;헨드릭 더 만 ;1933;1964;1999;LWR;Administrative Genius;Very High;M15056;X
900025;Minister of Armament;쥘 메를로 ;1933;1964;1999;LWR;Resource Industrialist;Very High;M15061;X
900026;Minister of Armament;폴 앙리 스파크 ;1933;1964;1999;LWR;Resource Industrialist;Very High;M15034;X
900027;Minister of Armament;에드가 랄망 ;1933;1964;1999;ST;Resource Industrialist;Very High;M15022;X
900028;Minister of Security;파울 헤이만스 ;1933;1964;1999;LWR;Compassionate Gentleman;Very High;M15073;X
900029;Minister of Security;쥘 피르 ;1933;1964;1999;LWR;Prince of Terror;Very High;M15051;X
900030;Minister of Security;빅토르 드 라블레 ;1933;1964;1999;LWR;Crime Fighter;Very High;M15084;X
900031;Minister of Security;줄리앙 라아우 ;1933;1964;1999;ST;Prince of Terror;Very High;M15024;X
900032;Head of Military Intelligence;빅토르 드 라블레 ;1933;1964;1999;LWR;Logistics Specialist;Very High;M15084;X
900033;Head of Military Intelligence;쥘 피르 ;1933;1964;1999;LWR;Logistics Specialist;Very High;M15051;X
900034;Head of Military Intelligence;헤르만 보스 ;1933;1964;1999;LWR;Political Specialist;Very High;M15099;X
900035;Head of Military Intelligence;피에 베르멜런 ;1933;1964;1999;LWR;Technical Specialist;Very High;M15102;X
900036;Chief of Army;샤를 바스탱 ;1933;1964;1999;LWR;Static Defence Doctrine;Very High;M15112;X
900037;Chief of Army;쥘 피르 ;1933;1964;1999;LWR;Armoured Spearhead Doctrine;Very High;M15051;X
900038;Minister of Armament;기 부들리에 ;1933;1964;1999;LWR;Theoretical Scientist;Very High;M15119;X
900039;Minister of Armament;샤를 포마레 ;1933;1964;1999;LWR;Infantry Proponent;Very High;M15122;X
900040;Minister of Armament;알베르 바우테르 ;1933;1964;1999;LWR;Military Entrepreneur;Very High;M15125;X
900041;Head of State;레오폴 3세 ;1933;1964;1999;LWR;Benevolent Gentleman;Very High;M15001;X
900042;Head of State;샤를 ;1933;1964;1999;LWR;Benevolent Gentleman;Very High;M15031;X
900043;Head of State;보두앵 1세 ;1933;1964;1999;LWR;Autocratic Charmer;High;M15158;X
900044;Minister of Armament;B.E.M. 드 프레퇴르 ;1933;1964;1999;LWR;Military Entrepreneur;High;M15101;X
900045;Minister of Armament;레옹 엘리 트로클레 ;1933;1964;1999;LWR;Resource Industrialist;Very High;M15172;X
900046;Minister of Armament;B.E.M. 드 프레퇴르 ;1933;1964;1999;LWR;Infantry Proponent;High;M15101;X
900047;Minister of Security;피에 베르멜런 ;1933;1964;1999;LWR;Silent Lawyer;Very High;M15102;X
