U43;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1030001;Head of State;지그프리드 카쉬 ;1933;1964;1999;NS;Reichskommissar;Very High;7209;X
1030002;Head of Government;빌헬름 아담 ;1933;1964;1999;NS;Old General;Very High;L580;X
1030003;Foreign Minister;지그프리드 카쉬 ;1933;1964;1999;NS;The Cloak N Dagger Schemer;Very High;7209;X
1030004;Minister of Armament;알베르트 슈페어 ;1933;1964;1999;NS;Genius organizer;Medium;2645;X
1030005;Minister of Security;고틀로프 베르거 ;1933;1964;1999;NS;Efficient Sociopath;Very High;3537;X
1030006;Head of Military Intelligence;고틀로프 베르거 ;1933;1964;1999;NS;Political Specialist;Very High;3537;X
1030007;Chief of Staff;페도르 폰 보크 ;1933;1964;1999;NS;School of Defence;Very High;L279;X
1030008;Chief of Army;페도르 폰 보크 ;1933;1964;1999;NS;Static Defence Doctrine;Very High;L279;X
1030009;Chief of Navy;에리히 레더 ;1933;1964;1999;NS;Decisive Naval Battle Doctrine;High;2642;X
1030010;Chief of Air Force;헤르만 괴링 ;1933;1964;1999;NS;The Iron Knight;Very High;2643;X
