U13;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
880001;Head of State;페예르 카로이 ;1933;1964;1999;LWR;Insignificant Layman;High;M21045;X
880002;Head of State;틸지 졸탄 ;1933;1964;1999;ST;Autocratic Charmer;High;M21011;X
880003;Head of State;제데니 벨러 ;1933;1964;1999;ST;Stern Imperialist;High;M21031;X
880004;Head of State;러이크 라슬로 ;1933;1964;1999;ST;Autocratic Charmer;High;M21035;X
880005;Head of State;라코시 마차시 ;1933;1964;1999;ST;Powerhungry Demagogue;High;M21032;X
880006;Head of Government;서커시치 아르파드 ;1933;1964;1999;LWR;Happy Amateur;High;M21061;X
880007;Head of Government;러이크 라슬로 ;1933;1964;1999;ST;Flamboyant Tough Guy;High;M21035;X
880008;Head of Government;라코시 마차시 ;1933;1964;1999;ST;Backroom Backstabber;High;M21032;X
880009;Foreign Minister;서커시치 아르파드 ;1933;1964;1999;LWR;Biased Intellectual;High;M21061;X
880010;Foreign Minister;몰너르 에리크 ;1933;1964;1999;ST;Ideological Crusader;Medium;M21079;X
880011;Foreign Minister;절커 머터 ;1933;1964;1999;ST;General Staffer;Medium;M21037;X
880012;Foreign Minister;러이크 라슬로 ;1933;1964;1999;ST;Iron Fisted Brute;Medium;M21035;X
880013;Minister of Armament;레수 커슈트네르 ;1933;1964;1999;LWR;Administrative Genius;Medium;M21089;X
880014;Minister of Armament;제데니 벨러 ;1933;1964;1999;ST;Infantry Proponent;High;M21031;X
880015;Minister of Armament;에르누 게루 ;1933;1964;1999;ST;Resource Industrialist;Medium;M21093;X
880016;Minister of Armament;버시 졸턴 ;1933;1964;1999;ST;Military Entrepreneur;Medium;M21034;X
880017;Minister of Security;레버이 요제프 ;1933;1964;1999;LWR;Crime Fighter;Medium;M21107;X
880018;Minister of Security;퍼르커시 미하이 ;1933;1964;1999;ST;Prince of Terror;Medium;M21110;X
880019;Minister of Security;러이크 라슬로 ;1933;1964;1999;ST;Crime Fighter;Medium;M21035;X
880020;Minister of Security;라코시 마차시 ;1933;1964;1999;ST;Crooked Kleptocrat;Very High;M21032;X
880021;Minister of Security;나지 임레 ;1933;1964;1999;ST;Back Stabber;Medium;M21113;X
880022;Minister of Security;에르데이 페렌츠 ;1933;1964;1999;ST;Compassionate Gentleman;Medium;M21114;X
880023;Head of Military Intelligence;페예르 카로이 ;1933;1964;1999;LWR;Industrial Specialist;Low;M21045;X
880024;Head of Military Intelligence;에르누 게루 ;1933;1964;1999;ST;Logistics Specialist;Medium;M21093;X
880025;Head of Military Intelligence;러이크 라슬로 ;1933;1964;1999;ST;Political Specialist;Medium;M21035;X
880026;Chief of Staff;절커 머터 ;1933;1964;1999;ST;School of Psychology;Medium;M21037;X
880027;Chief of Army;시스털러커이 가보르 ;1933;1964;1999;LWR;commando doctrine army;Medium;M21136;X
880028;Chief of Army;베르진 니콜러이 ;1933;1964;1999;ST;Decisive Battle Doctrine;Medium;M21038;X
880029;Chief of Navy;레수 커슈트네르 ;1933;1964;1999;LWR;Base Control Doctrine;High;M21089;X
880030;Chief of Navy;허르지 칼만 ;1933;1964;1999;ST;Decisive Naval Battle Doctrine;Medium;M21039;X
880031;Chief of Air Force;켁스 에드거르 ;1933;1964;1999;LWR;Air Superiority Doctrine;Medium;M21073;X
880032;Chief of Air Force;주르그히 데 브로지 ;1933;1964;1999;ST;Air Superiority Doctrine;Medium;M21040;X
880033;Chief of Staff;시스털러커이 가보르 ;1933;1964;1999;ST;commando doctrine staff;Medium;M21136;X
880034;Head of State;서커시치 아르파드 ;1933;1964;1999;ST;Insignificant Layman;High;M21061;X
880035;Head of State;로너이 션도르 ;1933;1964;1999;ST;Popular Figurehead;High;M21181;X
880036;Head of State;도비 이슈트반 ;1933;1964;1999;ST;Autocratic Charmer;High;M21182;X
880037;Head of Government;딘네시 러요시 ;1933;1964;1999;ST;Happy Amateur;High;M21183;X
880038;Head of Government;도비 이슈트반 ;1933;1964;1999;ST;Ambitious Union Boss;High;M21182;X
880039;Head of Government;나지 임레 ;1933;1964;1999;ST;Naive Optimist;High;M21113;X
880040;Foreign Minister;칼러이 줄러 ;1933;1964;1999;ST;The Cloak N Dagger Schemer;Medium;M21186;X
880041;Foreign Minister;키시 카로이 ;1933;1964;1999;ST;Apologetic Clerk;Medium;M21187;X
880042;Minister of Armament;호르바트 임레 ;1933;1964;1999;ST;Theoretical Scientist;Medium;M21188;X
880043;Minister of Security;카다르 야노시 ;1933;1964;1999;ST;Back Stabber;Very High;M21189;X
