U34;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
985001;Head of State;쉬피크 휘스뉘 ;1933;1964;1999;ST;Stern Imperialist;High;M12021;X
985002;Head of Government;페르테브 나일리 보라타브 ;1933;1964;1999;ST;Naive Optimist;High;M12022;X
985003;Foreign Minister;나즘 히크메트 란 ;1933;1964;1999;ST;The Cloak N Dagger Schemer;Medium;M12023;X
985004;Minister of Armament;레피크 사이담 ;1933;1964;1999;LWR;Infantry Proponent;Medium;3383;X
985005;Chief of Staff;압바스 제바트 ;1933;1964;1999;LWR;School of Manoeuvre;Medium;M12025;X
985006;Chief of Army;페르테브 나일리 보라타브 ;1933;1964;1999;LWR;Elastic Defence Doctrine;Very Low;M12022;X
985007;Chief of Navy;이스마일 에림 ;1933;1964;1999;LE;Decisive Naval Battle Doctrine;Medium;M12029;X
985008;Chief of Air Force;레피크 사이담 ;1933;1964;1999;LE;Air Superiority Doctrine;Medium;3383;X
985009;Minister of Security;압바스 제바트 ;1933;1964;1999;SD;Crooked Kleptocrat;Medium;M12025;X
985010;Head of Military Intelligence;알리 뤼자 아르툰칼 ;1933;1964;1999;ML;Logistics Specialist;Medium;M12069;X
985011;Head of Military Intelligence;뭄타즈 외크멘 ;1933;1964;1999;ML;Industrial Specialist;Medium;M12070;X
985012;Head of Military Intelligence;메흐메트 레제프 페케르 ;1933;1964;1999;ML;Industrial Specialist;High;M12067;X
985013;Head of Military Intelligence;푸아드 쾨프륄뤼 ;1933;1964;1999;ML;Naval Intelligence Specialist;Medium;M12026;X
