U76;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1195001;Chief of Air Force;라이오넬 리스 ;1933;1964;1999;ML;Air Superiority Doctrine;Very High;8654;X
1195002;Chief of Air Force;캐스퍼 존 ;1945;1964;1999;SL;Naval Aviation Doctrine;Very High;8598;X
1195003;Chief of Air Force;찰스 롱크로프트 ;1933;1964;1999;SD;Army Aviation Doctrine;Very High;unknownminister;X
1195004;Chief of Army;루이스 에반스 ;1933;1964;1999;ML;Guns and Butter Doctrine;Very High;8653;X
1195005;Chief of Army;키릴 콜먼 ;1943;1964;1999;SL;Decisive Battle Doctrine;Very High;8650;X
1195006;Chief of Navy;모리스 제임스 ;1944;1964;1999;SD;Base Control Doctrine;Very High;8602;X
1195007;Chief of Navy;스벤 한슨 ;1933;1964;1999;ML;Open Seas Doctrine;Very High;unknownminister;X
1195008;Chief of Navy;캐스퍼 존 ;1945;1964;1999;SL;Decisive Naval Battle Doctrine;Very High;8598;X
1195009;Chief of Staff;루이스 에반스 ;1933;1964;1999;ML;School of Psychology;Very High;8653;X
1195010;Chief of Staff;키릴 콜먼 ;1943;1964;1999;SL;School of Fire Support;Very High;8650;X
1195011;Chief of Staff;앰브로우즈 베브 ;1933;1964;1999;FA;School of Manoeuvre;Medium;8581;X
1195012;Foreign Minister;큐스베르트 알포트 ;1933;1964;1999;SC;Great Compromiser;Very High;8649;X
1195013;Foreign Minister;제임스 헨리 토마스 ;1933;1964;1999;SD;The Cloak N Dagger Schemer;Very High;8652;X
1195014;Foreign Minister;휴 T. 에드워즈 ;1933;1964;1999;SD;Great Compromiser;Very High;8600;X
1195015;Foreign Minister;모리스 제임스 ;1939;1964;1999;ML;General Staffer;Very High;8602;X
1195016;Foreign Minister;존 샌더스 루이스 ;1934;1964;1999;PA;Biased Intellectual;High;8603;X
1195017;Head of Government;데이비드 로이드 조지 ;1933;1964;1999;ML;Flamboyant Tough Guy;Very High;8648;X
1195018;Head of Government;제임스 헨리 토마스 ;1933;1964;1999;SD;Ambitious Union Boss;Very High;8652;X
1195019;Head of Government;데이비드 라이스 그렌펠 ;1934;1964;1999;LWR;Ambitious Union Boss;Very High;8599;X
1195020;Head of Government;에드워드 제프리 햄 ;1941;1964;1999;FA;Ambitious Union Boss;Medium;M1093;X
1195021;Head of Government;존 샌더스 루이스 ;1944;1964;1999;PA;Naive Optimist;High;8603;X
1195022;Head of Military Intelligence;루이스 에반스 ;1933;1964;1999;ML;Logistics Specialist;Very High;8653;X
1195023;Head of State;데이비드 로이드 조지 ;1933;1964;1999;ML;Die-hard Reformer;Very High;8648;X
1195024;Head of State;제임스 헨리 토마스 ;1933;1964;1999;SD;Pig-headed Isolationist;Very High;8652;X
1195025;Head of State;어거스투스 존 ;1933;1964;1999;LWR;Popular Figurehead;Very High;8601;X
1195026;Head of State;존 샌더스 루이스 ;1930;1964;1999;PA;Barking Buffoon;High;8603;X
1195027;Minister of Armament;데이비드 로이드 조지 ;1933;1964;1999;ML;Military Entrepreneur;Very High;8648;X
1195028;Minister of Armament;이포르 데이비스 ;1933;1964;1999;SD;Administrative Genius;Very High;unknownminister;X
1195029;Minister of Security;아이작 다니엘 후슨 ;1933;1964;1999;SL;Silent Lawyer;Very High;8651;X
1195030;Minister of Security;아네린 베번 ;1945;1964;1999;LWR;Man of the People;Very High;M1021;X
1195031;Minister of Security;에드워드 제프리 햄 ;1940;1964;1999;FA;Crime Fighter;Medium;M1093;X
1195032;Head of State;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195033;Head of Government;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195034;Foreign Minister;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195035;Minister of Armament;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195036;Minister of Security;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195037;Head of Military Intelligence;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
