U19;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
910001;Head of State;호콘 7세 ;1933;1964;1999;LWR;Weary Stiffneck;High;M14001;X
910002;Head of Government;요한 니골스볼 ;1933;1964;1999;LWR;Ambitious Union Boss;High;M14002;X
910003;Foreign Minister;할브단 코트 ;1933;1964;1999;LWR;Biased Intellectual;Medium;M14003;X
910004;Minister of Armament;아돌프 인드레베 ;1933;1964;1999;LWR;Resource Industrialist;Medium;M14004;X
910005;Minister of Security;트뤼그브 H. 리 ;1933;1964;1999;LWR;Man of the People;Medium;M14005;X
910006;Head of Military Intelligence;알프레드 로슈에르 룬 ;1933;1964;1999;LWR;Logistics Specialist;Low;M14006;X
910007;Chief of Staff;오토 루게 ;1933;1964;1999;LWR;School of Defence;Medium;M14075;X
910008;Chief of Army;크리스티안 K. 로케 ;1933;1964;1999;LWR;Guns and Butter Doctrine;Medium;M14008;X
910009;Chief of Navy;야콥 본 데르 리페 ;1933;1964;1999;LWR;Indirect Approach Doctrine;Medium;M14009;X
910010;Chief of Air Force;야콥 본 데르 리페 ;1933;1964;1999;LWR;Army Aviation Doctrine;Medium;M14009;X
910011;Head of State;아담 에그드 니센 ;1933;1964;1999;ST;Insignificant Layman;High;M14021;X
910012;Head of Government;에밀 뢰블리엔 ;1933;1964;1999;ST;Smiling Oilman;High;M14022;X
910013;Foreign Minister;페데르 프루보튼 ;1933;1964;1999;ST;Ideological Crusader;Medium;M14023;X
910014;Minister of Armament;헨리 빌헬름 크리스티안센 ;1933;1964;1999;ST;Military Entrepreneur;High;M14024;X
910015;Minister of Security;사무엘 티틀레스타드 ;1933;1964;1999;ST;Prince of Terror;High;M14025;X
910016;Head of Military Intelligence;아스비에른 순데 ;1933;1964;1999;ST;Political Specialist;Very High;M14026;X
910017;Chief of Staff;아르네 가우슬로 ;1933;1964;1999;ST;School of Defence;High;M14027;X
910018;Chief of Army;아르네 가우슬로 ;1933;1964;1999;ST;Elastic Defence Doctrine;Medium;M14027;X
910019;Chief of Navy;스큘레 스토르하일 ;1933;1964;1999;LE;Decisive Naval Battle Doctrine;Medium;M14029;X
910020;Chief of Air Force;헨리크 노르뷔 ;1933;1964;1999;LE;Carpet Bombing Doctrine;Medium;M14030;X
910021;Head of Government;아이나르 게르하드센 ;1941;1964;1999;LWR;Political Protege;High;M14037;X
910022;Head of Government;아돌프 보름 뮐레르 ;1941;1964;1999;LWR;Happy Amateur;High;M14038;X
910023;Foreign Minister;트뤼그브 H. 리 ;1941;1964;1999;LWR;Iron Fisted Brute;High;M14005;X
910024;Foreign Minister;할바르드 만테이 랑예 ;1945;1964;1999;LWR;General Staffer;High;M14042;X
910025;Foreign Minister;J. L. 모윈켈 ;1933;1964;1999;LWR;Ideological Crusader;Very High;M14043;X
910026;Foreign Minister;폴 베르그 ;1937;1964;1999;LWR;Great Compromiser;High;M14039;X
910027;Foreign Minister;롤프 안보르드 ;1945;1964;1999;LWR;Apologetic Clerk;High;M14047;X
910028;Foreign Minister;아담 에그드 니센 ;1941;1964;1999;ST;Iron Fisted Brute;Low;M14021;X
910029;Minister of Armament;핀 하게루프 ;1937;1964;1999;LWR;Submarine Proponent;Medium;M14050;X
910030;Minister of Armament;오스카 F. 토르프 ;1939;1964;1999;LWR;Mixed economy;Medium;M14051;X
910031;Minister of Armament;프레드리크 몬센 ;1940;1964;1999;LWR;Tank Proponent;Medium;M14052;X
910032;Minister of Armament;옌스 크리스티안 하우게 ;1940;1964;1999;LWR;Military Entrepreneur;High;M14053;X
910033;Minister of Armament;에리크 브로포스 ;1945;1964;1999;LWR;Air Superiority Proponent;High;M14054;X
910034;Minister of Armament;프레데리크 바이치만 ;1933;1964;1999;LWR;Infantry Proponent;Medium;M14055;X
910035;Minister of Armament;미카엘 한손 ;1941;1964;1999;LWR;Strategic Air Proponent;Medium;M14058;X
910036;Minister of Armament;알링 산베르그 ;1943;1964;1999;LWR;Infantry Proponent;Very low;M14014;X
910037;Minister of Armament;군나르 얀 ;1945;1964;1999;LWR;Keynesian economy;Medium;M14060;X
910038;Minister of Armament;에밀 뢰블리엔 ;1945;1964;1999;ST;Military Entrepreneur;Low;M14022;X
910039;Minister of Security;테리예 볼드 ;1939;1964;1999;LWR;Silent Lawyer;Medium;M14065;X
910040;Minister of Security;아스비에른 브린 ;1943;1964;1999;LWR;Crime Fighter;Low;M14066;X
910041;Minister of Security;호콘 리 ;1945;1964;1999;LWR;Prince of Terror;High;M14067;X
910042;Minister of Security;아르네 순데 ;1937;1964;1999;LWR;Silent Lawyer;High;M14068;X
910043;Minister of Security;알링 산베르그 ;1943;1964;1999;LWR;Compassionate Gentleman;Very low;M14014;X
910044;Head of Military Intelligence;빌헬름 에방 ;1943;1964;1999;LWR;Political Specialist;Medium;M14072;X
910045;Head of Military Intelligence;군나르 얀 ;1945;1964;1999;LWR;Industrial Specialist;Medium;M14060;X
910046;Chief of Staff;비르게르 융베르그 ;1933;1964;1999;LWR;School of Defence;High;M14007;X
910047;Chief of Staff;비르게르 프레데리크 모츠펠트 ;1944;1964;1999;LWR;School of Manoeuvre;Medium;M14076;X
910048;Chief of Army;오토 루게 ;1940;1964;1999;LWR;Guns and Butter Doctrine;Medium;M14075;X
910049;Chief of Army;올라프 5세 ;1943;1964;1999;LWR;Elastic Defence Doctrine;Very High;M14081;X
910050;Chief of Navy;헨리 디센 ;1937;1964;1999;LWR;Open Seas Doctrine;Medium;M14083;X
910051;Chief of Navy;군네르 호브데나크 ;1941;1964;1999;LWR;Decisive Naval Battle Doctrine;Medium;M14084;X
910052;Chief of Air Force;얄마르 리세르 라르센 ;1937;1964;1999;LWR;Army Aviation Doctrine;Medium;M14089;X
910053;Chief of Air Force;반 오웬 ;1945;1964;1999;LWR;Vertical Envelopment Doctrine;Medium;M14090;X
910054;Chief of Air Force;하랄드 브루스고르드 ;1933;1964;1999;LWR;Naval Aviation Doctrine;Medium;M14091;X
910055;Chief of Air Force;카를 굴릭센 ;1937;1964;1999;LWR;Air Superiority Doctrine;Medium;M14092;X
910056;Chief of Air Force;트리그베 클링엔베르그 ;1937;1964;1999;LWR;Army Aviation Doctrine;Medium;M14093;X
910057;Chief of Air Force;올레 라이스타드 ;1939;1964;1999;LWR;Carpet Bombing Doctrine;Medium;M14094;X
910058;Head of Government;오스카 F. 토르프 ;1951;1964;1999;LWR;Smiling Oilman;High;M14051;X
910059;Minister of Armament;닐스 랑헬레 ;1951;1964;1999;LWR;Resource Industrialist;High;M14097;X
910060;Minister of Security;오스카 C. 군에르센 ;1946;1964;1999;LWR;Silent Lawyer;High;M14098;X
