U97;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1300001;Head of State;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1300002;Head of Government;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1300003;Foreign Minister;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1300004;Minister of Armament;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1300005;Minister of Security;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1300006;Head of Military Intelligence;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1300007;Chief of Staff;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1300008;Chief of Army;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1300009;Chief of Navy;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1300010;Chief of Air Force;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1300011;Head of State;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1300012;Head of Government;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1300013;Foreign Minister;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1300014;Minister of Armament;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1300015;Minister of Security;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1300016;Head of Military Intelligence;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1300017;Chief of Staff;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1300018;Chief of Army;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1300019;Chief of Navy;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1300020;Chief of Air Force;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1300021;Head of State;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1300022;Head of Government;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1300023;Foreign Minister;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1300024;Minister of Armament;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1300025;Minister of Security;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1300026;Head of Military Intelligence;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1300027;Chief of Staff;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1300028;Chief of Army;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1300029;Chief of Navy;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1300030;Chief of Air Force;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
