U62;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1125001;Head of State;그리고리 세묘노프 ;1914;1947;1976;PA;ruthless powermonger;Medium;9599;X
1125002;Head of Government;세르게이 아파나시예비치 타스킨 ;1914;1953;1962;PA;silent workhorse;Medium;9600;X
1125003;Foreign Minister;세묜 솁첸코 ;1914;1999;1999;PA;general staffer;Medium;unknownminister;X
1125004;Minister of Armament;바실리 부리코프 ;1914;1999;1999;PA;military entrepreneur;Medium;9601;X
1125005;Minister of Armament;드미트리 호르바트 ;1914;1999;1999;PA;infantry proponent;Medium;8880;X
1125006;Minister of Armament;이반 실니코프 ;1914;1999;1999;PA;laissez-faire capitalist;Medium;9602;X
1125007;Minister of Security;알렉산드르 카멘노프 ;1914;1935;1955;PA;crime fighter;Medium;unknownminister;X
1125008;Minister of Security;스테파노프 ;1914;1999;1999;PA;efficient sociopath;Medium;unknownminister;X
1125009;Head of Military Intelligence;유고루스키 ;1914;1999;1999;PA;logistics specialist;Medium;9603;X
1125010;Chief of Staff;표트르 바실리에프 ;1914;1942;1951;PA;school of defence;Medium;9604;X
1125011;Chief of Staff;니콜라이 예브셰예프 ;1914;1999;1999;PA;school of manoeuvre;Medium;unknownminister;X
1125012;Chief of Staff;니콜라이 나츠발로프 ;1914;1999;1999;PA;school of fire support;Medium;9605;X
1125013;Chief of Staff;미하일 플레시코프 ;1914;1928;1942;PA;school of manoeuvre;Medium;5086;X
1125014;Chief of Army;그리고리 세묘노프 ;1914;1947;1976;PA;guns and butter doctrine;Medium;9599;X
1125015;Chief of Army;미하일 플레시코프 ;1914;1928;1942;PA;decisive battle doctrine;Medium;5086;X
1125016;Chief of Army;세르게이 니코노프 ;1914;1999;1999;PA;static defence doctrine;Medium;4968;X
1125017;Chief of Navy;오스카르 스타르크 ;1914;1929;1999;PA;decisive naval battle doctrine;Medium;9606;X
