U51;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1070001;Head of State;압둘라 빈 자심 알 타니 ;1913;1949;1999;PA;Stern Imperialist;Very High;6058;X
1070002;Head of Government;압둘라 빈 자심 알 타니 ;1913;1949;1999;PA;Flamboyant Tough Guy;Very High;6058;X
1070003;Foreign Minister;압둘라 빈 자심 알 타니 ;1913;1949;1999;PA;Ideological Crusader;Very High;6058;X
1070004;Minister of Armament;압둘라 빈 자심 알 타니 ;1913;1949;1999;PA;Administrative Genius;Very High;6058;X
1070005;Minister of Security;압둘라 빈 자심 알 타니 ;1913;1949;1999;PA;Man of the People;Very High;6058;X
1070006;Head of Military Intelligence;압둘라 빈 자심 알 타니 ;1913;1949;1999;PA;Logistics Specialist;Very High;6058;X
1070007;Chief of Staff;압둘라 빈 자심 알 타니 ;1913;1949;1999;PA;School of Defence;Very High;6058;X
1070008;Chief of Army;압둘라 빈 자심 알 타니 ;1913;1949;1999;PA;Guns and Butter Doctrine;Very High;6058;X
1070010;Chief of Army;퍼시 콕스 ;1914;1932;1999;PA;Static Defence Doctrine;Very High;6057;X
1070011;Chief of Staff;퍼시 콕스 ;1914;1932;1999;PA;School of Defence;Very High;6057;X
1070012;Chief of Navy;퍼시 콕스 ;1914;1932;1999;PA;Base Control Doctrine;Very High;6057;X
