U30;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
965001;Head of State;미하이 1세 ;1939;1964;1999;ST;Insignificant Layman;High;M22011;X
965002;Head of State;콘스탄틴 I. 파르혼 ;1933;1964;1999;ST;Powerhungry Demagogue;High;M22038;X
965003;Head of Government;페트루 그로자 ;1945;1964;1999;ST;Backroom Backstabber;High;M22022;X
965004;Head of Government;게오르게 게오르기우 데지 ;1952;1964;1999;ST;Political Protege;High;M22052;X
965005;Head of Government;이울리우 마니우 ;1933;1964;1999;SD;Naive Optimist;High;M22055;X
965006;Foreign Minister;게오르게 타타레스쿠 ;1945;1964;1999;LE;Iron Fisted Brute;Medium;M22002;X
965007;Foreign Minister;아나 파우케르 ;1947;1964;1999;ST;Ideological Crusader;Very High;M22023;X
965008;Foreign Minister;콘스탄틴 I. 파르혼 ;1933;1964;1999;ST;Great Compromiser;Low;M22038;X
965009;Minister of Armament;바실레 루카 ;1933;1964;1999;ST;Administrative Genius;High;M22024;X
965010;Minister of Security;테오하리 조르제스쿠 ;1933;1964;1999;ST;Back Stabber;High;M22025;X
965011;Head of Military Intelligence;데메트레 얀코비치 ;1933;1964;1999;ST;Political Specialist;Medium;M22026;X
965012;Head of Military Intelligence;세르게이 니콜라우 ;1946;1964;1999;ST;Technical Specialist;High;M22122;X
965013;Chief of Staff;미하일 라스카르 ;1933;1964;1999;ST;School of Mass Combat;Very High;M22027;X
965014;Chief of Army;다미안 라스쿠 ;1933;1964;1999;ST;Armoured Spearhead Doctrine;Medium;M22028;X
965015;Chief of Navy;게오르게 일리에스카 ;1933;1964;1999;ST;Power Projection Doctrine;Medium;M22029;X
965016;Chief of Air Force;에마노일 이오네스쿠 ;1933;1964;1999;ST;Army Aviation Doctrine;High;M22030;X
965017;Head of State;페트루 그로자 ;1933;1964;1999;ST;Powerhungry Demagogue;High;M22022;X
965018;Foreign Minister;시몬 부기치 ;1952;1964;1999;ST;Apologetic Clerk;Very High;M22163;X
