U12;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
875001;Head of State;어나이린 베번 ;1933;1964;1999;LE;Pig-headed Isolationist;High;M1021;X
875002;Head of Government;클레멘트 애틀리 ;1933;1964;1999;LWR;Silent Workhorse;High;3818;X
875003;Head of Government;해리 폴릿 ;1933;1964;1999;LE;Ambitious Union Boss;High;M1022;X
875004;Foreign Minister;어니스트 베빈 ;1933;1964;1999;LWR;The Cloak N Dagger Schemer;High;3820;X
875005;Foreign Minister;어니스트 베빈 ;1933;1964;1999;LWR;Biased Intellectual;High;3821;X
875006;Foreign Minister;라자니 팜 덧 ;1933;1964;1999;LE;Biased Intellectual;Medium;M1023;X
875007;Foreign Minister;필 피러틴 ;1933;1964;1999;ST;The Cloak N Dagger Schemer;Medium;M1056;X
875008;Foreign Minister;D.N. 프릿 ;1933;1964;1999;ST;Apologetic Clerk;Medium;M1057;X
875009;Foreign Minister;데이브 스프링홀 ;1933;1964;1999;LE;Iron Fisted Brute;Medium;M1058;X
875010;Foreign Minister;이안 메카도 ;1933;1964;1999;LE;Ideological Crusader;Medium;M1059;X
875011;Minister of Armament;휴 달톤 ;1933;1964;1999;LWR;Resource Industrialist;Medium;M1065;X
875012;Minister of Armament;클레멘트 애틀리 ;1933;1964;1999;LWR;Keynesian economy;Medium;3818;X
875013;Minister of Armament;스태퍼드 크립스 ;1933;1964;1999;LWR;Air to Ground Proponent;Medium;M1024;X
875014;Minister of Armament;스태퍼드 크립스 ;1933;1964;1999;LE;Mixed economy;Medium;M1024;X
875015;Minister of Armament;레슬리 솔레이 ;1933;1964;1999;ST;Resource Industrialist;Medium;M1075;X
875016;Minister of Armament;아서 호너 ;1933;1964;1999;ST;Planned economy proponent;Medium;M1076;X
875017;Minister of Armament;잭 가스터 ;1933;1964;1999;ST;Submarine Proponent;Medium;M1077;X
875018;Minister of Armament;에이브 모펫 ;1933;1964;1999;LE;Tank Proponent;Medium;M1078;X
875019;Minister of Armament;윌리엄 러스트 ;1933;1964;1999;ST;Infantry Proponent;Medium;M1079;X
875020;Minister of Armament;코니에 질리아쿠스 ;1933;1964;1999;LE;Air Superiority Proponent;Medium;M1080;X
875021;Minister of Security;허버트 모리슨 ;1933;1964;1999;LWR;Man of the People;Very High;3821;X
