U09;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
860001;Head of State;프란츠 요제프 1세 ;1900;1916;1999;PA;Weary Old Emperor;Medium;3504;X
860002;Head of State;카를 1세 ;1916;1922;1999;PA;die-hard reformer;Medium;3510;X
860003;Head of State;막시밀리안 폰 외스터라이히 ;1916;1952;1999;PA;benevolent gentleman;Medium;3516;X
860004;Head of Government;알로이스 렉사 폰 애렌탈 ;1900;1912;1999;PA;flamboyant tough guy;Medium;3494;X
860005;Head of Government;레오폴트 베르히톨트 ;1900;1942;1999;PA;backroom backstabber;Medium;3514;X
860006;Head of Government;슈테판 부리안 폰 라예츠 ;1900;1922;1999;PA;silent workhorse;Medium;3525;X
860007;Head of Government;오토카르 체르닌 ;1900;1932;1999;PA;smiling oilman;Medium;3521;X
860008;Head of Government;쥴라 안드라시 ;1900;1929;1999;PA;naive optimist;Medium;3508;X
860009;Head of Government;루드비히 폰 플로토프 ;1900;1948;1999;PA;corporate suit;Medium;3515;X
860010;Foreign Minister;알로이스 렉사 폰 애렌탈 ;1900;1912;1999;PA;iron fisted brute;Medium;3494;X
860011;Foreign Minister;레오폴트 베르히톨트 ;1900;1942;1999;PA;general staffer;Medium;3514;X
860012;Foreign Minister;슈테판 부리안 폰 라예츠 ;1900;1922;1999;PA;ideological crusader;Medium;3525;X
860013;Foreign Minister;오토카르 체르닌 ;1900;1932;1999;PA;great compromiser;Medium;3521;X
860014;Foreign Minister;쥴라 안드라시 ;1900;1929;1999;PA;apologetic clerk;Medium;3508;X
860015;Foreign Minister;루드비히 폰 플로토프 ;1900;1948;1999;PA;biased intellectual;Medium;3515;X
860016;Minister of Armament;슈테판 부리안 폰 라예츠 ;1900;1922;1999;PA;corrupt kleptocrat;Medium;3525;X
860017;Minister of Armament;레온 빌린스키 ;1900;1923;1999;PA;resource industrialist;Medium;3513;X
860018;Minister of Armament;에른스트 폰 쾨버 ;1900;1919;1999;PA;theoretical scientist;Medium;3502;X
860019;Minister of Armament;콘라드 주 호엔로에 ;1900;1918;1999;PA;Oil baron;Medium;3512;X
860020;Minister of Armament;알렉산더 스피츠뮐러 ;1900;1953;1999;PA;Steel magnate;Medium;3491;X
860021;Minister of Armament;파울 로베르트 쿠 흐로바크 ;1900;1931;1999;PA;Industrial chemist;Medium;unknownminister;X
860022;Minister of Armament;프란츠 사베르 폰 쇠나이흐 ;1900;1916;1999;PA;infantry proponent;Medium;3506;X
860023;Minister of Armament;모리츠 폰 아우펜베르크 ;1900;1928;1999;PA;tank proponent;Medium;3519;X
860024;Minister of Armament;알렉산더 폰 크로바틴 ;1900;1933;1999;PA;military entrepreneur;Medium;3492;X
860025;Minister of Armament;루돌프 폰 슈타인슈태튼 ;1900;1921;1999;PA;air to ground proponent;Medium;3524;X
860026;Minister of Armament;루돌프 몬테쿠콜리 ;1900;1922;1999;PA;air to sea proponent;Medium;3523;X
860027;Minister of Armament;안톤 하우스 ;1900;1917;1999;PA;battle fleet proponent;Medium;3496;X
860028;Minister of Armament;카를 카일러 폰 칼텐펠스 ;1900;1917;1999;PA;submarine proponent;Medium;3511;X
860029;Minister of Armament;막시밀리안 녜고반 ;1900;1930;1999;PA;battle fleet proponent;Medium;3517;X
860030;Minister of Armament;프란츠 폰 홀루프 ;1900;1924;1999;PA;air to sea proponent;Medium;3505;X
860031;Minister of Security;리하르트 폰 비네르트 ;1900;1918;1999;PA;compassionate gentleman;Medium;3522;X
