U53;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1080001;Head of State;ÇÔµò ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1912;1922;1999;PA;Stern Imperialist;Very High;unknownminister;X
1080002;Head of Government;ÇÔµò ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1912;1922;1999;PA;Flamboyant Tough Guy;Very High;unknownminister;X
1080003;Foreign Minister;ÇÔµò ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1912;1922;1999;PA;Ideological Crusader;Very High;unknownminister;X
1080004;Minister of Armament;ÇÔµò ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1912;1922;1999;PA;Administrative Genius;Very High;unknownminister;X
1080005;Minister of Security;ÇÔµò ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1912;1922;1999;PA;Man of the People;Very High;unknownminister;X
1080006;Head of Military Intelligence;ÇÔµò ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1912;1922;1999;PA;Logistics Specialist;Very High;unknownminister;X
1080007;Head of State;¼úÅº ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1922;1926;1999;PA;Stern Imperialist;Very High;unknownminister;X
1080008;Head of Government;¼úÅº ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1922;1926;1999;PA;Flamboyant Tough Guy;Very High;unknownminister;X
1080009;Foreign Minister;¼úÅº ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1922;1926;1999;PA;Ideological Crusader;Very High;unknownminister;X
1080010;Minister of Armament;¼úÅº ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1922;1926;1999;PA;Administrative Genius;Very High;unknownminister;X
1080011;Minister of Security;¼úÅº ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1922;1926;1999;PA;Man of the People;Very High;unknownminister;X
1080012;Head of Military Intelligence;¼úÅº ºó ÀÚ¿¹µå ¾Ë ³ª¾á ;1922;1926;1999;PA;Logistics Specialist;Very High;unknownminister;X
1080013;Chief of Staff;ÆÛ½Ã ÄÛ½º ;1904;1932;1999;PA;School of Defence;Very High;6057;X
1080014;Chief of Army;ÆÛ½Ã ÄÛ½º ;1904;1932;1999;PA;Guns and Butter Doctrine;Very High;6057;X
1080015;Chief of Navy;ÆÛ½Ã ÄÛ½º ;1904;1932;1999;PA;Base Control Doctrine;Very High;6057;X
