U47;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1050001;Head of State;요제프 그뢰헤 ;1933;1988;1988;NS;Reichskommissar;Very High;9296;X
1050002;Head of Government;베르너 베스트 ;1933;1964;1999;NS;Silent Workhorse;Very High;7216;X
1050003;Foreign Minister;베르너 베스트 ;1933;1964;1999;NS;Great Compromiser;Very High;7216;X
1050004;Minister of Armament;에게르트 레더 ;1933;1964;1999;NS;Military Entrepreneur;High;7217;X
1050005;Minister of Security;카를 오베르크 ;1933;1964;1999;NS;Prince of Terror;Very High;7218;X
1050006;Head of Military Intelligence;헬무트 크노헨 ;1933;1964;1999;NS;Political Specialist;High;7219;X
1050007;Chief of Staff;오토 폰 슈튈프나겔 ;1933;1964;1999;NS;School of Defence;Very High;L835;X
1050008;Chief of Army;오토 폰 슈튈프나겔 ;1933;1964;1999;NS;Static Defence Doctrine;High;L835;X
1050009;Chief of Navy;에리히 레더 ;1933;1964;1999;NS;Decisive Naval Battle Doctrine;High;2642;X
1050010;Chief of Air Force;헤르만 괴링 ;1933;1964;1999;NS;The Iron Knight;Very High;2643;X
