U48;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1055001;Head of State;오스카 폰 니더마이어 ;1933;1964;1999;NS;Reichskommissar;Very High;8545;X
1055002;Head of Government;벨리 카줌 칸 ;1933;1964;1999;NS;Local tyrant;Very High;8546;X
1055003;Foreign Minister;바이미르자 하이트 ;1933;1964;1999;NS;Biased Intellectual;Very High;8547;X
1055004;Minister of Armament;벨리 카줌 칸 ;1933;1964;1999;NS;Infantry Proponent;Medium;8546;X
1055005;Minister of Security;바이미르자 하이트 ;1933;1964;1999;NS;Media magnate;Very High;8547;X
1055006;Head of Military Intelligence;오스카 폰 니더마이어 ;1933;1964;1999;NS;Logistics Specialist;Very High;8545;X
1055007;Chief of Staff;오스카 폰 니더마이어 ;1933;1964;1999;NS;School of Defence;Very High;8545;X
1055008;Chief of Army;오스카 폰 니더마이어 ;1933;1964;1999;NS;Static Defence Doctrine;Very High;8545;X
1055009;Chief of Navy;에리히 레더 ;1933;1964;1999;NS;Decisive Naval Battle Doctrine;High;2642;X
1055010;Chief of Air Force;헤르만 괴링 ;1933;1964;1999;NS;The Iron Knight;Very High;2643;X
