U44;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1035001;Head of State;한스 프랑크 ;1933;1964;1999;NS;Powerhungry Demagogue;Very High;3539;X
1035002;Head of Government;요제프 뷜러 ;1933;1964;1999;NS;Political Protege;Very High;3541;X
1035003;Foreign Minister;한스 프랑크 ;1933;1964;1999;NS;Ideological Crusader;Very High;3539;X
1035004;Minister of Armament;헤르만 젠코프스키 ;1933;1964;1999;NS;Military Entrepreneur;High;7210;X
1035005;Minister of Security;프리드리히 빌헬름 크뤼거 ;1933;1964;1999;NS;Prince of Terror;Very High;3544;X
1035006;Head of Military Intelligence;빌헬름 코프 ;1933;1964;1999;NS;Logistics Specialist;High;3542;X
1035007;Chief of Staff;쿠르트 루드비히 폰 기난트 ;1933;1964;1999;NS;School of Defence;Very High;L813;X
1035008;Chief of Army;쿠르트 루드비히 폰 기난트 ;1933;1964;1999;NS;Decisive Battle Doctrine;Very High;L813;X
1035009;Chief of Navy;에리히 레더 ;1933;1964;1999;NS;Decisive Naval Battle Doctrine;High;2642;X
1035010;Chief of Air Force;헤르만 괴링 ;1933;1964;1999;NS;The Iron Knight;Very High;2643;X
1035011;Minister of Security;빌헬름 코프 ;1933;1970;1999;NS;Efficient Sociopath;High;3542;X
1035012;Minister of Armament;Theodor Bauder;1933;1945;1999;NS;Construction Magnate;Very High;unknownminister;X
1035013;Minister of Armament;Walter Emmerich;1930;1970;1999;NS;Corrupt Kleptocrat;Very High;9924;X
1035014;Head of Government;Ernst Boepple;1930;1950;1999;NS;Local Tyrant;Very High;9925;X
