U40;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1015001;Head of State;힌리히 로제 ;1933;1964;1999;NS;Reichskommissar;Very High;3531;X
1015002;Head of Government;알프레드 로젠베르크 ;1933;1964;1999;NS;silent workhorse;Very High;M57;X
1015003;Foreign Minister;알프레드 로젠베르크 ;1933;1964;1999;NS;Ideological Crusader;Very High;M57;X
1015004;Minister of Armament;알베르트 슈페어 ;1933;1964;1999;NS;Genius organizer;Medium;2645;X
1015005;Minister of Security;쿠르트 폰 고트베르크 ;1933;1964;1999;NS;Efficient Sociopath;Very High;7206;X
1015006;Head of Military Intelligence;에른스트 칼텐브루너 ;1944;1964;1999;NS;Logistics Specialist;High;M138;X
1015007;Head of Military Intelligence;빌헬름 카나리스 ;1933;1964;1999;FA;Brilliant Spymaster;Medium;2639;X
1015008;Chief of Staff;발터 브래머 ;1933;1964;1999;NS;School of Manoeuvre;Very High;7205;X
1015009;Chief of Army;발터 브래머 ;1933;1964;1999;NS;Armoured Spearhead Doctrine;Very High;7205;X
1015010;Chief of Navy;에리히 레더 ;1933;1964;1999;NS;Decisive Naval Battle Doctrine;High;2642;X
1015011;Chief of Air Force;헤르만 괴링 ;1933;1964;1999;NS;The Iron Knight;Very High;2643;X
