U03;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
830001;Head of State;알베르 르브룅 ;1914;1940;1999;SL;Barking Buffoon;Medium;3871;X
830002;Head of Government;알베르 사로 ;1914;1940;1999;SL;Happy Amateur;Medium;5900;X
830003;Foreign Minister;루이 마르티 ;1914;1933;1999;SL;the cloak n dagger schemer;Medium;7887;X
830004;Minister of Armament;알베르 사로 ;1914;1940;1999;SL;Balanced budget economy;Medium;5900;X
830005;Minister of Security;알베르 사로 ;1914;1940;1999;SL;Man of the People;Medium;5900;X
830006;Head of Military Intelligence;루이 마르티 ;1914;1940;1999;SL;Political Specialist;Medium;7887;X
830007;Chief of Staff;레옹 귀스타브 롬바르 ;1914;1932;1999;SL;School of Defence;Medium;unknownminister;X
830008;Chief of Army;레옹 귀스타브 롬바르 ;1914;1932;1999;SL;Guns and Butter Doctrine;Medium;unknownminister;X
830009;Chief of Navy;알베르 마리 위제 ;1914;1918;1999;SL;Open Seas Doctrine;Medium;unknownminister;X
830010;Chief of Air Force;에르네스트 로우므 ;1914;1941;1999;SL;Army Aviation Doctrine;Medium;7888;X
830011;Head of State;모리스 마우노리 ;1914;1925;1999;SL;Benevolent Gentleman;Medium;7889;X
830012;Head of State;모리스 레노 ;1914;1927;1999;SL;Benevolent Gentleman;Medium;7890;X
830013;Head of State;가스통 두메르게 ;1914;1937;1999;SL;Benevolent Gentleman;Medium;7891;X
830014;Head of State;앙드레 마지노 ;1917;1932;1999;SL;Resigned Generalissimo;Medium;7892;X
830015;Head of State;르네 베스나르 ;1917;1940;1999;SL;Insignificant Layman;Medium;7893;X
830016;Head of State;앙리 시몬 ;1917;1920;1999;SL;Benevolent Gentleman;Medium;unknownminister;X
830017;Head of State;알베르 사로 ;1920;1940;1999;SL;Resigned Generalissimo;Medium;5900;X
830018;Head of State;장 파브리 ;1924;1940;1999;SL;Resigned Generalissimo;Medium;7894;X
830019;Head of State;에두아르 달라디에 ;1924;1958;1999;SD;Popular Figurehead;Medium;M2037;X
830020;Head of State;오를리 앙드레 에세 ;1925;1928;1999;SL;Insignificant Layman;Medium;unknownminister;X
830021;Head of State;레옹 페리에 ;1925;1940;1999;SL;Benevolent Gentleman;Medium;7895;X
830022;Head of State;아드리앙 다리아크 ;1925;1940;1999;SD;Insignificant Layman;Medium;7896;X
830023;Head of State;프랑수아 피에트리 ;1929;1940;1999;SL;Stern Imperialist;Medium;7897;X
830024;Head of State;루시앙 라무레 ;1930;1940;1999;SL;Benevolent Gentleman;Medium;7898;X
830025;Head of State;테오도르 스테그 ;1930;1940;1999;SD;Popular Figurehead;Medium;7899;X
830026;Head of State;폴 레노 ;1931;1940;1999;SL;Benevolent Gentleman;Medium;M2038;X
830027;Head of State;루이 샤프델렌 ;1932;1940;1999;SL;Insignificant Layman;Medium;7900;X
830028;Head of State;알베르 달리미에 ;1933;1940;1999;SD;Insignificant Layman;Medium;7901;X
830029;Head of State;앙리 드 주브넬 ;1934;1940;1999;SD;Insignificant Layman;Medium;M57017;X
830030;Head of State;피에르 라발 ;1934;1945;1999;SC;Powerhungry Demagogue;Medium;M2040;X
830031;Head of State;루이 롤랭 ;1934;1952;1999;SL;Benevolent Gentleman;Medium;7902;X
830032;Head of State;자크 스테른 ;1933;1949;1999;SL;Insignificant Layman;Medium;7903;X
830033;Head of State;모리스 모테 ;1933;1968;1999;SD;Benevolent Gentleman;Medium;7904;X
830034;Head of State;조르주 망델 ;1938;1944;1999;SL;Benevolent Gentleman;Medium;7905;X
830035;Head of State;알베르 리비에르 ;1940;1953;1999;SD;Insignificant Layman;Medium;7906;X
830036;Head of State;앙리 르므리 ;1940;1964;1999;PA;Stern Imperialist;Medium;7907;X
830037;Head of State;샤를 플라통 ;1940;1942;1999;PA;Resigned Generalissimo;Medium;7908;X
830038;Head of State;쥘 브르비 ;1942;1964;1999;PA;Resigned Generalissimo;Medium;M542010;X
830039;Head of State;앙리 블레오 ;1943;1962;1999;PA;Resigned Generalissimo;Medium;7909;X
830040;Head of State;폴 코스트 플로레 ;1947;1964;1999;SD;Benevolent Gentleman;Medium;7910;X
830041;Head of State;장 르투르노 ;1949;1964;1999;SL;Insignificant Layman;Medium;unknownminister;X
830042;Head of Government;주스트 반 보옌오벤 ;1914;1918;1999;SL;Old General;Medium;6894;X
830043;Head of Government;에르네스트 로우므 ;1915;1941;1999;SL;Silent Workhorse;Medium;7888;X
830044;Head of Government;장 외젠 샤를 ;1916;1917;1999;SL;Happy Amateur;Medium;unknownminister;X
830045;Head of Government;모리스 몽기요 ;1919;1928;1999;SL;Happy Amateur;Medium;unknownminister;X
830046;Head of Government;모리스 롱 ;1920;1923;1999;SD;Corporate Suit;Medium;7911;X
830047;Head of Government;프랑수아 모리스 보두앵 ;1922;1923;1999;SL;Happy Amateur;Medium;unknownminister;X
830048;Head of Government;마르샬 앙리 메를랭 ;1922;1925;1999;SL;Political Protege;Medium;unknownminister;X
830049;Head of Government;알레산드르 클로드 바레느 ;1925;1933;1999;SL;Naive Optimist;Medium;7912;X
830050;Head of Government;피에르 앙투안 파스키에 ;1928;1934;1999;SL;Old Admiral;Medium;M542009;X
830051;Head of Government;외젠 르네 로뱅 ;1934;1964;1999;SL;Flamboyant Tough Guy;High;M542002;X
830052;Head of Government;쥘 브르비 ;1933;1964;1999;SC;old airmarshal;High;M542010;X
830053;Head of Government;조르주 카트로 ;1939;1964;1999;SL;Old General;High;L24029;X
830054;Head of Government;장 드쿠 ;1940;1964;1999;PA;Naive Optimist;High;M542006;X
830055;Head of Government;아드리앙 A.M. 로크 ;1940;1964;1999;SL;Old General;High;M540007;X
830056;Head of Government;루이 A.M. 브레시 ;1941;1964;1999;SL;Ambitious Union Boss;High;M540006;X
830057;Head of Government;조르주 티에리 다르젠리외 ;1945;1964;1999;SL;Old Admiral;High;L24173;X
830058;Head of Government;에밀 보예르 ;1947;1964;1999;SL;Corporate Suit;High;M542017;X
830059;Head of Government;레옹 피뇽 ;1948;1964;1999;SL;Naive Optimist;Medium;7913;X
830060;Head of Government;장 마리 라트르 드 타시니 ;1950;1952;1999;SL;Old General;Medium;5903;X
830061;Foreign Minister;알레산드르 클로드 바레느 ;1925;1933;1999;SL;Apologetic Clerk;Medium;7912;X
830062;Foreign Minister;아실 클라라크 ;1933;1964;1999;SL;Ideological Crusader;Medium;7914;X
830063;Foreign Minister;피에르 브로소레트 ;1933;1944;1999;SD;Iron Fisted Brute;High;M540023;X
830064;Foreign Minister;레오넬 드 무스티에 ;1933;1964;1999;SC;Apologetic Clerk;High;M541024;X
830065;Foreign Minister;루이 조프르 ;1938;1964;1999;SL;Great Compromiser;High;M542020;X
830066;Foreign Minister;조르주 카트로 ;1939;1964;1999;SL;General Staffer;Medium;L24029;X
830067;Foreign Minister;레온스 조르 ;1940;1964;1999;SL;General Staffer;High;M542021;X
830068;Foreign Minister;장 상트니 ;1945;1964;1999;SL;Great Compromiser;Medium;7915;X
830069;Foreign Minister;레옹 피뇽 ;1946;1964;1999;SL;Apologetic Clerk;Medium;7913;X
830070;Foreign Minister;지노비 페시코프 ;1946;1964;1999;SL;General Staffer;Medium;7916;X
830071;Foreign Minister;에밀 보예르 ;1947;1964;1999;SL;the cloak n dagger schemer;Medium;M542017;X
830072;Foreign Minister;장 마리 라트르 드 타시니 ;1950;1952;1999;SL;General Staffer;Medium;5903;X
830073;Minister of Armament;레옹 귀스타브 롬바르 ;1914;1932;1999;SL;Military Entrepreneur;Medium;unknownminister;X
830074;Minister of Armament;주스트 반 보옌오벤 ;1914;1918;1999;SL;Administrative Genius;Medium;6894;X
830075;Minister of Armament;에르네스트 로우므 ;1915;1941;1999;SL;Resource Industrialist;Medium;7888;X
830076;Minister of Armament;알레산드르 클로드 바레느 ;1925;1933;1999;SL;Theoretical Scientist;Medium;7912;X
