U66;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1145001;Head of State;알키비아드 1세 ;1933;1964;1999;PA;Barking Buffoon;High;9297;X
1145002;Head of Government;알키비아드 1세 ;1933;1964;1999;PA;Local tyrant;High;9297;X
1145003;Foreign Minister;니콜라 마투시 ;1933;1964;1999;PA;Great Compromiser;High;9300;X
1145004;Minister of Armament;가치 파파스 ;1933;1964;1999;PA;Resource Industrialist;High;unknownminister;X
1145005;Minister of Security;라푸티카스 바실리스 ;1933;1964;1999;PA;Crime Fighter;High;unknownminister;X
1145006;Head of Military Intelligence;니코 텔레이오니스 ;1933;1964;1999;PA;Dismal Enigma;Medium;unknownminister;X
1145007;Chief of Staff;알키비아드 1세 ;1933;1964;1999;PA;School of Manoeuvre;High;9297;X
1145008;Chief of Army;알프레도 구초니 ;1933;1964;1999;PA;Elastic Defence Doctrine;High;M3067;X
1145009;Chief of Navy;아르투로 리카르디 ;1933;1964;1999;PA;Decisive Naval Battle Doctrine;High;M3149;X
1145010;Chief of Air Force;리노 푸지에르 ;1933;1964;1999;PA;Army Aviation Doctrine;Very High;M3161;X
1145011;Chief of Staff;알프레도 구초니 ;1933;1964;1999;PA;School of Manoeuvre;High;M3067;X
1145012;Chief of Staff;피에트로 바돌리오 ;1933;1964;1999;PA;School of Mass Combat;High;M3125;X
1145013;Chief of Army;로돌포 그라치아니 ;1933;1964;1999;PA;Static Defence Doctrine;High;M508008;X
1145014;Chief of Navy;도메니코 카바냐리 ;1933;1964;1999;PA;Old School Admiral;High;6382;X
1145015;Chief of Air Force;이탈로 발보 ;1933;1964;1999;PA;Air Superiority Doctrine;Very High;L6194;X
1145016;Head of State;기울라 체스네키 ;1933;1964;1999;PA;Benevolent Gentleman;High;9299;X
1145017;Head of Government;기울라 체스네키 ;1933;1964;1999;PA;Backroom Backstabber;High;9299;X
1145018;Foreign Minister;비르길리우 발라마체 ;1933;1964;1999;PA;Biased Intellectual;High;unknownminister;X
1145019;Minister of Armament;가치 파파스 ;1933;1964;1999;PA;Resource Industrialist;High;unknownminister;X
1145020;Minister of Security;라푸티카스 바실리스 ;1933;1964;1999;PA;Crime Fighter;High;unknownminister;X
1145021;Head of Military Intelligence;니코 텔레이오니스 ;1933;1964;1999;PA;Dismal Enigma;Medium;unknownminister;X
1145022;Chief of Staff;이온 안토네스쿠 ;1933;1964;1999;PA;School of Mass Combat;High;M22012;X
1145023;Chief of Army;미하일 라스카르 ;1933;1964;1999;PA;Elastic Defence Doctrine;High;M22027;X
1145024;Chief of Navy;호리아 마첼라리우 ;1933;1964;1999;PA;Indirect Approach Doctrine;High;M22019;X
1145025;Chief of Air Force;에마노일 이오네스쿠 ;1933;1964;1999;PA;Army Aviation Doctrine;Very High;M22030;X
1145026;Chief of Staff;미하일 라스카르 ;1933;1964;1999;PA;School of Fire Support;High;M22027;X
1145027;Chief of Army;이온 안토네스쿠 ;1933;1964;1999;PA;Static Defence Doctrine;High;M22012;X
1145028;Chief of Air Force;게오르게 지에네스쿠 ;1933;1964;1999;PA;Air Superiority Doctrine;Very High;9298;X
1145029;Head of State;니콜라 마투시 ;1933;1964;1999;PA;Popular Figurehead;High;9300;X
1145030;Head of Government;니콜라 마투시 ;1933;1964;1999;PA;Local tyrant;High;9300;X
1145031;Foreign Minister;톨리 하치스 ;1933;1964;1999;PA;Apologetic Clerk;High;9301;X
1145032;Minister of Armament;니코 텔레이오니스 ;1933;1964;1999;PA;Administrative Genius;High;unknownminister;X
1145033;Minister of Security;바실라키스 예오르요스 ;1933;1964;1999;PA;Man of the People;High;unknownminister;X
