U81;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1220001;Head of State;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1220002;Head of Government;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1220003;Foreign Minister;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1220004;Minister of Armament;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1220005;Minister of Security;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1220006;Head of Military Intelligence;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1220007;Chief of Staff;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1220008;Chief of Army;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1220009;Chief of Navy;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1220010;Chief of Air Force;우파 인사 ;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1220011;Head of State;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1220012;Head of Government;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1220013;Foreign Minister;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1220014;Minister of Armament;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1220015;Minister of Security;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1220016;Head of Military Intelligence;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1220017;Chief of Staff;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1220018;Chief of Army;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1220019;Chief of Navy;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1220020;Chief of Air Force;파시스트 인사 ;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1220021;Head of State;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1220022;Head of Government;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1220023;Foreign Minister;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1220024;Minister of Armament;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1220025;Minister of Security;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1220026;Head of Military Intelligence;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1220027;Chief of Staff;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1220028;Chief of Army;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1220029;Chief of Navy;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1220030;Chief of Air Force;좌파 인사 ;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
