U59;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1110001;Head of State;에밀리아노 사파타 ;1909;1919;1999;SD;Revolutionary Guerilla Fighter;Very High;8369;X
1110002;Head of Government;에밀리아노 사파타 ;1909;1919;1999;SD;Revolutionary leader;Very High;8369;X
1110003;Chief of Staff;마누엘 팔라폭스 ;1914;1930;1999;LWR;school of mass combat;High;8368;X
1110004;Chief of Army;마누엘 팔라폭스 ;1914;1930;1999;LWR;decisive battle doctrine;High;8368;X
1110005;Chief of Navy;마누엘 팔라폭스 ;1914;1930;1999;LWR;decisive naval battle doctrine;High;8368;X
1110006;Chief of Air Force;마누엘 팔라폭스 ;1914;1930;1999;LWR;army aviation doctrine;High;8368;X
1110007;Minister of Armament;에우페미오 사파타 ;1910;1917;1999;SD;infantry proponent;Very High;8371;X
1110008;Foreign Minister;길다르도 마가냐 세르다 ;1911;1939;1999;SD;great compromiser;Very High;8373;X
1110009;Head of Government;파울리노 마르티네스 ;1912;1914;1999;ML;naive optimist;Very High;8324;X
1110010;Chief of Staff;아마도르 살라사르 ;1910;1916;1999;SD;school of psychology;Very High;908;X
1110011;Chief of Army;아마도르 살라사르 ;1910;1916;1999;SD;decisive battle doctrine;Very High;908;X
1110012;Chief of Navy;아마도르 살라사르 ;1910;1916;1999;SD;Power Projection Doctrine;Very High;908;X
1110013;Chief of Air Force;아마도르 살라사르 ;1910;1916;1999;SD;Army Aviation Doctrine;Very High;908;X
1110014;Minister of Armament;펠리페 네리 ;1911;1913;1999;LWR;Industrial chemist;Medium;2842;X
1110015;Chief of Staff;오틸로 몬타뇨 산체스 ;1911;1917;1999;SD;school of psychology;Very High;8372;X
1110016;Foreign Minister;에우페미오 사파타 ;1910;1917;1999;SD;apologetic clerk;Very High;8371;X
1110017;Chief of Army;제노베보 데 라 오 ;1910;1941;1999;SD;static defence doctrine;Very High;6073;X
1110018;Minister of Armament;하메스 소사 마누엘 ;1915;1919;1999;SD;resource industrialist;Medium;unknownminister;X
1110019;Foreign Minister;알페르도 세라토스 ;1912;1920;1999;SD;apologetic clerk;High;unknownminister;X
1110020;Chief of Navy;알페르도 세라토스 ;1912;1920;1999;SD;decisive naval battle doctrine;High;unknownminister;X
1110021;Minister of Security;알페르도 세라토스 ;1912;1920;1999;SD;crime fighter;High;unknownminister;X
1110022;Head of Government;안토니오 디아스 소토 ;1913;1928;1999;SL;silent workhorse;Very High;8370;X
1110023;Head of Military Intelligence;안토니오 디아스 소토 ;1913;1928;1999;SL;political specialist;Very High;8370;X
1110024;Chief of Army;에밀리아노 사파타 ;1909;1919;1999;SD;guns and butter doctrine;Very High;8369;X
1110025;Head of State;길다르도 마가냐 세르다 ;1919;1939;1999;SD;benevolent gentleman;Very High;8373;X
1110026;Chief of Staff;길다르도 마가냐 세르다 ;1916;1939;1999;SD;school of psychology;Very High;8373;X
1110027;Head of State;헤수스 카피스트란 ;1919;1920;1999;SD;resigned generalissimo;Very High;7229;X
1110028;Chief of Army;티모시 산체스 ;1911;1920;1999;SD;decisive battle doctrine;Very High;8350;X
1110029;Head of Government;프란시스코 멘도사 팔마 ;1914;1940;1999;SD;silent workhorse;Very High;3916;X
1110030;Minister of Armament;세라핀 M. 모랄레스 ;1911;1955;1999;SD;military entrepreneur;Very High;8347;X
1110031;Chief of Navy;세라핀 M. 모랄레스 ;1911;1955;1999;SD;Base Control Doctrine;Very High;8347;X
1110032;Chief of Air Force;세라핀 M. 모랄레스 ;1911;1955;1999;SD;Army Aviation Doctrine;Very High;8347;X
1110033;Foreign Minister;아멜리오 로블레스 아빌라 ;1911;1970;1999;SD;ideological crusader;Very High;909;X
1110034;Chief of Army;엘리오도로 카스티요 ;1912;1917;1999;SD;decisive battle doctrine;Medium;6614;X
1110035;Chief of Navy;프란시스코 V. 파체코 ;1911;1916;1999;SD;decisive naval battle doctrine;High;8318;X
1110036;Chief of Army;호아킨 카아마뇨 ;1911;1920;1999;SD;static defence doctrine;High;920;X
1110037;Chief of Army;아드리안 카스트레혼 ;1914;1925;1999;SD;guns and butter doctrine;High;928;x
1110038;Head of Government;포르티노 아야키카 랑헬 ;1914;1925;1999;SD;silent workhorse;Very High;914;x
1110039;Head of Military Intelligence;에밀리아노 사파타 ;1913;1928;1999;SL;logistics specialist;Very High;8369;X
1110040;Chief of Air Force;프란시스코 V. 파체코 ;1911;1916;1999;SD;army aviation doctrine;High;8318;X
