U14;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
885001;Head of State;팔미로 톨리아티 ;1933;1964;1999;ST;Powerhungry Demagogue;High;M3021;X
885002;Head of State;아마데오 보르디가 ;1933;1964;1999;LE;Benevolent Gentleman;High;3528;X
885003;Head of State;마우로 스코시마로 ;1933;1964;1999;ST;Autocratic Charmer;High;M3088;X
885004;Head of Government;루이지 롱고 ;1933;1964;1999;LE;Political Protege;High;M3022;X
885005;Head of Government;아마데오 보르디가 ;1933;1964;1999;LE;Naive Optimist;High;3528;X
885006;Head of Government;조르지오 아멘돌라 ;1933;1964;1999;LE;Happy Amateur;High;3529;X
885007;Head of Government;마우로 스코시마로 ;1933;1964;1999;ST;Flamboyant Tough Guy;High;M3088;X
885008;Foreign Minister;팔미로 톨리아티 ;1933;1964;1999;ST;Ideological Crusader;High;M3021;X
885009;Foreign Minister;아마데오 보르디가 ;1933;1964;1999;LE;The Cloak N Dagger Schemer;High;3528;X
885010;Foreign Minister;루이지 롱고 ;1933;1964;1999;LE;Ideological Crusader;High;M3022;X
885011;Foreign Minister;루지에로 그리에코 ;1933;1964;1999;LE;Great Compromiser;High;3530;X
885012;Minister of Armament;비토리오 비달리 ;1933;1964;1999;ST;Infantry Proponent;High;M3087;X
885013;Minister of Armament;마우로 스코시마로 ;1933;1964;1999;ST;Air to Sea Proponent;High;M3088;X
885014;Minister of Armament;안토니오 페센티 ;1933;1964;1999;LE;Resource Industrialist;High;M3024;X
885015;Minister of Armament;주세페 디 비토리오 ;1933;1964;1999;LE;Military Entrepreneur;High;M3120;X
885016;Minister of Security;팔미로 톨리아티 ;1933;1964;1999;ST;Crime Fighter;High;M3021;X
885017;Minister of Security;안토니오 페센티 ;1933;1964;1999;LE;Compassionate Gentleman;High;M3024;X
885018;Minister of Security;루지에로 그리에코 ;1933;1964;1999;LE;Man of the People;High;3530;X
885019;Head of Military Intelligence;주세페 디 비토리오 ;1933;1964;1999;LE;Political Specialist;High;M3120;X
885020;Head of Military Intelligence;팔미로 톨리아티 ;1933;1964;1999;ST;Technical Specialist;High;M3021;X
885021;Head of Military Intelligence;안토니오 페센티 ;1933;1964;1999;LE;Industrial Specialist;High;M3024;X
885022;Head of Military Intelligence;조르지오 아멘돌라 ;1933;1964;1999;LE;Dismal Enigma;High;3529;X
885023;Chief of Staff;루이지 롱고 ;1933;1964;1999;LE;School of Mass Combat;High;M3022;X
885024;Chief of Staff;마우로 스코시마로 ;1933;1964;1999;LE;School of Psychology;High;M3088;X
885025;Chief of Staff;루지에로 그리에코 ;1933;1964;1999;LE;School of Defence;High;3530;X
885026;Chief of Army;잔카를로 파제타 ;1933;1964;1999;LE;Guns and Butter Doctrine;High;M3028;X
885027;Chief of Army;비토리오 비달리 ;1933;1964;1999;ST;Elastic Defence Doctrine;High;M3087;X
885028;Chief of Army;루이지 롱고 ;1933;1964;1999;LE;Armoured Spearhead Doctrine;High;M3022;X
885029;Chief of Navy;잔카를로 파제타 ;1933;1964;1999;LE;Open Seas Doctrine;High;M3028;X
885030;Chief of Navy;루지에로 그리에코 ;1933;1964;1999;LE;Decisive Naval Battle Doctrine;High;3530;X
885031;Chief of Air Force;루지에로 그리에코 ;1933;1964;1999;LE;Air Superiority Doctrine;High;3530;X
885032;Chief of Air Force;루이지 롱고 ;1933;1964;1999;LE;Army Aviation Doctrine;High;M3022;X
885033;Chief of Air Force;조르지오 아멘돌라 ;1933;1964;1999;LE;Vertical Envelopment Doctrine;High;3529;X
