U21;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
920001;Head of Government;악셀 페르손 브람스토르프 ;1933;1964;1999;LWR;Happy Amateur;High;M7002;X
920002;Foreign Minister;칼 G. 베스트만 ;1933;1964;1999;LWR;Apologetic Clerk;Very High;M7003;X
920003;Minister of Armament;빌마르 융달 ;1933;1964;1999;LWR;Tank Proponent;Very High;M7004;X
920004;Minister of Security;토르발드 베리퀴스트 ;1933;1964;1999;LWR;Compassionate Gentleman;Very High;M7005;X
920005;Head of State;스벤 린더로트 ;1933;1964;1999;ST;Insignificant Layman;High;M7021;X
920006;Head of Government;스벤 린더로트 ;1933;1964;1999;ST;Happy Amateur;High;M7021;X
920007;Foreign Minister;휴고 셀렌 ;1933;1964;1999;ST;Ideological Crusader;Very High;M7023;X
920008;Minister of Armament;힐딩 하그베리 ;1933;1964;1999;ST;Resource Industrialist;Very High;M7024;X
920009;Minister of Security;카를 킬봄 ;1933;1964;1999;ST;Crime Fighter;High;M7025;X
920010;Head of Military Intelligence;C.H. 헤르만손 ;1933;1964;1999;ST;Naval Intelligence Specialist;High;M7026;X
920011;Chief of Staff;군나르 요한손 ;1933;1964;1999;ST;School of Mass Combat;Very High;unknownminister;X
920012;Chief of Army;악셀 페테르손 ;1933;1964;1999;ST;Decisive Battle Doctrine;Very High;unknownminister;X
920013;Chief of Navy;페르 M. 에릭손 ;1933;1964;1999;ST;Decisive Naval Battle Doctrine;Very High;unknownminister;X
920014;Chief of Air Force;크리스터 로이터스베르드 ;1933;1964;1999;LE;Army Aviation Doctrine;Low;unknownminister;X
920015;Head of State;구스타프 5세 ;1933;1964;1999;LWR;Pig-headed Isolationist;High;M7001;X
920016;Head of Government;페르 알빈 한손 ;1933;1964;1999;LWR;Ambitious Union Boss;High;M7033;X
920017;Head of Government;타게 에를란데르 ;1933;1964;1999;LWR;Political Protege;High;M7034;X
920018;Head of Government;악셀 페르손 브람스토르프 ;1933;1964;1999;LWR;Happy Amateur;High;M7002;X
920019;Head of Government;베르틸 올린 ;1933;1964;1999;LWR;Corporate Suit;High;M7037;X
920020;Foreign Minister;리샤르드 산들레르 ;1933;1964;1999;LWR;Biased Intellectual;Low;M7038;X
920021;Foreign Minister;외스텐 운덴 ;1933;1964;1999;LWR;Great Compromiser;High;M7040;X
920022;Foreign Minister;페르 에드빈 스쾰드 ;1933;1964;1999;LWR;Ideological Crusader;Medium;M7041;X
920023;Foreign Minister;빌헬름 예란 룬드비크 ;1933;1964;1999;LWR;Biased Intellectual;High;M7042;X
920024;Foreign Minister;R. 레손 솔르만 ;1933;1964;1999;LWR;Iron Fisted Brute;High;M7043;X
920025;Foreign Minister;페르 E.G. 인술란데르 ;1933;1964;1999;LWR;General Staffer;High;M7044;X
920026;Foreign Minister;악셀 페르손 브람스토르프 ;1933;1964;1999;LWR;The Cloak N Dagger Schemer;Very High;M7002;X
920027;Minister of Armament;에른스트 비그포르스 ;1933;1964;1999;LWR;Resource Industrialist;Low;M7047;X
920028;Minister of Armament;구스타브 묄러 ;1933;1964;1999;LWR;laissez-faire capitalist;Medium;M7048;X
920029;Minister of Armament;에리크 팔므스티에르나 ;1933;1964;1999;LWR;Battle Fleet Proponent;Medium;M7050;X
920030;Minister of Armament;외스텐 운덴 ;1933;1964;1999;LE;Infantry Proponent;Medium;M7054;X
920031;Minister of Armament;베르틸 올린 ;1933;1964;1999;LWR;Military Entrepreneur;Medium;M7037;X
920032;Minister of Security;칼 실리테르 ;1933;1964;1999;LWR;Silent Lawyer;High;M7058;X
920033;Minister of Security;구스타브 안데르손 라시외 ;1933;1964;1999;LWR;Compassionate Gentleman;Medium;M7059;X
920034;Minister of Security;악셀 T. 에델스베르드;1933;1964;1999;LWR;Silent Lawyer;Very High;M7060;X
920035;Minister of Security;안데르스 린스테트 ;1933;1964;1999;LWR;Compassionate Gentleman;Very High;M7061;X
920036;Minister of Security;리하르드 J. 산들레르 ;1933;1964;1999;LWR;Prince of Terror;Very High;M7038;X
920037;Minister of Security;K.G. 베스트만 ;1933;1964;1999;LWR;Crime Fighter;Very High;M7003;X
920038;Minister of Security;아르비드 G. 리헤르트 ;1933;1964;1999;LWR;Man of the People;Very High;M7066;X
920039;Head of Military Intelligence;오케 함메르스키욀드 ;1933;1964;1999;LWR;Dismal Enigma;High;unknownminister;X
920040;Chief of Army;헬게 융 ;1933;1964;1999;LWR;Armoured Spearhead Doctrine;Medium;M7006;X
920041;Chief of Army;벤트 노르덴스쾰드 ;1933;1964;1999;LWR;Decisive Battle Doctrine;Low;M7070;X
920042;Chief of Army;악셀 브레드베리 ;1933;1964;1999;LWR;Static Defence Doctrine;High;M7075;X
920043;Chief of Navy;에리크 팔므스티에르나 ;1933;1964;1999;LWR;Base Control Doctrine;Medium;M7050;X
920044;Chief of Navy;헬게 스트룀베크 ;1933;1964;1999;LWR;Indirect Approach Doctrine;High;M7089;X
920045;Chief of Air Force;악셀 융다르 ;1933;1964;1999;LWR;Vertical Envelopment Doctrine;Very High;M7092;X
920046;Head of State;구스타프 6세 아돌프 ;1933;1964;1999;LWR;Benevolent Gentleman;High;M7093;X
920047;Minister of Armament;페르 에드빈 스쾰드 ;1933;1964;1999;LWR;Infantry Proponent;High;M7041;X
