U37;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1000001;Head of State;아돌프 프리드리히 알브레히트 하인리히 ;1914;1970;1970;PA;weary stiffneck;Very High;9236;X
1000002;Head of Government;아돌프 필라어 폰 필하우 ;1914;1926;1926;PA;silent workhorse;Very High;9237;X
1000003;Head of Government;에두아르트 폰 델링스하우젠 ;1925;1940;1940;PA;political protege;Very High;9239;X
1000004;Head of Government;아돌프 프리드리히 알브레히트 하인리히 ;1939;1970;1970;PA;flamboyant tough guy;Very High;9236;X
1000005;Foreign Minister;하인리히 폰 스트뤼크 ;1914;1939;1939;PA;ideological crusader;Very High;9238;X
1000006;Foreign Minister;질피오 브뢰드리히 ;1914;1953;1953;PA;apologetic clerk;Very High;unknownminister;X
1000007;Foreign Minister;알프레트 폰 실링 ;1914;1923;1923;PA;iron fisted brute;Very High;unknownminister;X
1000008;Foreign Minister;빌헬름 폰 피르크스 ;1914;1934;1934;PA;great compromiser;Very High;unknownminister;X
1000009;Foreign Minister;에두아르트 폰 델링스하우젠 ;1914;1940;1940;PA;the cloak n dagger schemer;Very High;9239;X
1000010;Minister of Armament;체자어 폰 실링 ;1914;1999;1999;PA;laissez-faire capitalist;Very High;unknownminister;X
1000011;Minister of Armament;로타어 한스 쇨러 ;1914;1946;1967;PA;infantry proponent;Very High;unknownminister;X
1000012;Minister of Armament;로베르트 에르하르트 ;1914;1999;1999;PA;resource industrialist;Very High;unknownminister;X
1000013;Minister of Armament;게오르그 빅토르 에른스트 폰 타우버 ;1914;1949;1949;PA;battle fleet proponent;Very High;unknownminister;X
1000014;Minister of Armament;오이겐 슈바르츠 ;1914;1941;1941;PA;military entrepreneur;Very High;unknownminister;X
1000015;Minister of Security;아르투어 에두아르트 로이스너 ;1914;1941;1941;PA;silent lawyer;Very High;unknownminister;X
1000016;Minister of Security;프리드리히 폰 잠존-히멜스톄르나 ;1914;1959;1959;PA;efficient sociopath;Very High;unknownminister;X
1000017;Minister of Security;오토 폰 릴린펠트 ;1900;1941;1941;PA;crime fighter;Very High;9240;X
1000018;Head of Military Intelligence;아나톨 레오니트 폰 리펜 ;1914;1938;1938;PA;logistics specialist;Very High;9241;X
1000019;Chief of Staff;볼페르트 게르하르트 폰 라덴 ;1914;1944;1944;PA;school of defence;Very High;unknownminister;X
1000020;Chief of Staff;리하르트 폰 헨 ;1914;1939;1939;PA;school of psychology;Very High;unknownminister;X
1000021;Chief of Staff;모리츠 알렉산더 오토 폰 엥겔하르트 ;1914;1932;1932;PA;school of fire support;Very High;unknownminister;X
1000022;Chief of Staff;오토 에른스트 에케르트 ;1914;1961;1961;PA;school of fire support;Very High;unknownminister;X
1000023;Chief of Army;아나톨 레오니트 폰 리펜 ;1914;1938;1938;PA;static defence doctrine;Very High;9241;X
1000024;Chief of Navy;아르히발트 폰 카이제를링 ;1914;1952;1952;PA;decisive naval battle doctrine;Very High;9243;X
1000025;Chief of Navy;게오르그 빅토르 에른스트 폰 타우버 ;1900;1949;1949;PA;open seas doctrine;Very High;9242;X
