U27;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
950001;Chief of Air Force;요시프 브로즈 티토 ;1933;1964;1999;LWR;Army Aviation Doctrine;Medium;M20028;X
950002;Head of State;요시프 브로즈 티토 ;1933;1964;1999;LWR;Powerhungry Demagogue;High;M20021;X
950003;Head of Government;요시프 브로즈 티토 ;1933;1964;1999;LWR;Backroom Backstabber;High;M20021;X
950004;Foreign Minister;스타노예 시미치 ;1933;1964;1999;LWR;Great Compromiser;Medium;M20023;X
950005;Minister of Armament;밀렌티예 포포비치 ;1933;1964;1999;LWR;Resource Industrialist;High;M20024;X
950006;Head of Military Intelligence;알렉산더르 란코비치 ;1933;1964;1999;SD;Dismal Enigma;High;M20026;X
950007;Chief of Staff;아르사 요바노비치 ;1933;1964;1999;LWR;School of Mass Combat;Medium;M20075;X
950008;Chief of Air Force;이반 리다르 ;1933;1964;1999;LWR;Air Superiority Doctrine;High;M20093;X
950009;Chief of Staff;코카 포포비치 ;1933;1964;1999;LWR;School of Mass Combat;High;M20025;X
950010;Chief of Army;요시프 브로즈 티토 ;1933;1964;1999;LWR;Armoured Spearhead Doctrine;High;M20028;X
950011;Chief of Navy;요시프 브로즈 티토 ;1933;1964;1999;LWR;Indirect Approach Doctrine;High;M20029;X
950012;Foreign Minister;코카 포포비치 ;1953;1964;1999;LWR;The Cloak N Dagger Schemer;Very High;M20025;X
950013;Minister of Armament;이반 고스냑 ;1953;1964;1999;LWR;Infantry Proponent;High;M20104;X
950014;Minister of Security;블라디미르 시미치 ;1933;1964;1999;LWR;Compassionate Gentleman;Medium;M20105;X
950015;Head of Military Intelligence;밀로반 질라스 ;1953;1964;1999;SD;Political Specialist;High;M20106;X
950016;Minister of Security;알렉산더르 란코비치 ;1933;1964;1999;SD;Secret police chief;High;M20026;X
