U15;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
890001;Head of State;하울 브란다우 ;1933;1964;1999;LWR;Insignificant Layman;High;M9004;X
890002;Head of Government;자이므 코르테장 ;1933;1964;1999;LWR;Smiling Oilman;High;M9012;X
890003;Minister of Security;하울 프로엥카 ;1933;1964;1999;LWR;Back Stabber;Low;M9015;X
890004;Chief of Staff;하울 브란다우 ;1933;1964;1999;LWR;School of Defence;Medium;M9004;X
890005;Chief of Army;움베르투 카르모나 ;1933;1964;1999;LWR;Static Defence Doctrine;Low;M9018;X
890006;Chief of Navy;주제 사르멘투 피멘텔 ;1933;1964;1999;LWR;Base Control Doctrine;High;M9019;X
890007;Chief of Air Force;J.M. 사르멘투 베이르스 ;1933;1964;1999;LWR;Naval Aviation Doctrine;High;M9020;X
890008;Head of State;벤투 곤살베스 ;1933;1964;1999;ST;Weary Stiffneck;High;M9031;X
890009;Head of Government;벤투 곤살베스 ;1933;1964;1999;ST;Happy Amateur;High;M9031;X
890010;Foreign Minister;H. 바힐라우 후아스 ;1933;1964;1999;LE;Ideological Crusader;Very Low;M9033;X
890011;Minister of Security;알바루 쿠냘 ;1933;1964;1999;ST;Man of the People;High;M9035;X
890012;Head of Military Intelligence;안토니우 세르구 ;1933;1964;1999;LE;Industrial Specialist;Medium;M9036;X
890013;Chief of Staff;주제 A.P. 헤벨루 ;1933;1964;1999;ST;School of Psychology;Very High;M9037;X
890014;Chief of Army;주제 A.P. 헤벨루 ;1933;1964;1999;LE;Guns and Butter Doctrine;Very High;M9037;X
890015;Chief of Navy;벤투 곤살베스 ;1933;1964;1999;ST;Power Projection Doctrine;Very High;M9031;X
890016;Chief of Air Force;안토니우 세르구 ;1933;1964;1999;LE;Carpet Bombing Doctrine;Medium;M9036;X
890017;Foreign Minister;후이 울히시 ;1933;1964;1999;LWR;Great Compromiser;Medium;M9023;X
890018;Foreign Minister;프란시스쿠 쿠냐 레알 ;1933;1964;1999;LWR;The Cloak N Dagger Schemer;Low;M9013;X
890019;Minister of Armament;자이므 코르테장 ;1933;1964;1999;LWR;Tank Proponent;Very Low;M9012;X
890020;Minister of Armament;F. 살가두 제냐 ;1933;1964;1999;ST;Military Entrepreneur;Low;M9034;X
890021;Chief of Army;J.M. 노르통 마투스 ;1933;1964;1999;LWR;Static Defence Doctrine;Very Low;M9072;X
890022;Chief of Air Force;움베르투 델가두 ;1933;1964;1999;LWR;Air Superiority Doctrine;Medium;M9079;X
