U35;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
990001;Chief of Air Force;이달고 데 시스네로스 ;1933;1964;1999;LWR;Air Superiority Doctrine;High;M11030;X
990002;Chief of Air Force;페드로 페르난데스 체카 ;1938;1964;1999;ST;Army Aviation Doctrine;Medium;M11299;X
990003;Chief of Air Force;비센테 우리베 갈데아노 ;1938;1964;1999;ST;Vertical Envelopment Doctrine;Medium;M11114;X
990004;Chief of Air Force;후안 로페스 산체스 ;1933;1964;1999;LE;Army Aviation Doctrine;Medium;M11119;X
990005;Chief of Air Force;후안 페이로 벨리스 ;1937;1964;1999;LE;Carpet Bombing Doctrine;Medium;M11123;X
990006;Chief of Air Force;벤투라 가솔 로비라 ;1939;1964;1999;LE;Vertical Envelopment Doctrine;Medium;M11326;X
990007;Chief of Air Force;마리아노 바스케스 ;1943;1964;1999;LE;Air Superiority Doctrine;Very High;M11206;X
990008;Chief of Air Force;트리폰 고메스 산 호세 ;1937;1964;1999;LWR;Vertical Envelopment Doctrine;High;M11329;X
990009;Chief of Air Force;인달레시오 프리에토 ;1943;1964;1999;LWR;Army Aviation Doctrine;High;M11331;X
990010;Chief of Army;마누엘 타구에냐 라코르테 ;1933;1964;1999;ST;Elastic Defence Doctrine;Very High;M11266;X
990011;Chief of Army;엔리케 리스터 포르한 ;1937;1964;1999;ST;Decisive Battle Doctrine;Very High;M11028;X
990012;Chief of Army;후안 모데스토 구이요토 ;1938;1964;1999;ST;Guns and Butter Doctrine;Very High;M11237;X
990013;Chief of Army;안토니오 코르돈 가르시아 ;1938;1964;1999;ST;Static Defence Doctrine;Very High;M11238;X
990014;Chief of Army;에텔비노 베가 마르티네스 ;1939;1964;1999;ST;Armoured Spearhead Doctrine;Medium;M11116;X
990015;Chief of Army;키프리아노 메라 산스 ;1933;1964;1999;LE;Static Defence Doctrine;Medium;M11244;X
990016;Chief of Army;비센테 구아르너 비반코스 ;1937;1964;1999;LE;Elastic Defence Doctrine;High;M11241;X
990017;Chief of Army;미구엘 가르시아 비반코스 ;1938;1964;1999;LE;Armoured Spearhead Doctrine;High;M11242;X
990018;Chief of Army;프란시스코 아스카소 ;1941;1964;1999;LE;Guns and Butter Doctrine;High;M11243;X
990019;Chief of Army;부에나벤투라 두루티 ;1943;1964;1999;LE;Decisive Battle Doctrine;Medium;M11245;X
990020;Chief of Army;후안 에르난데스 ;1933;1964;1999;LWR;Guns and Butter Doctrine;High;7385;X
990021;Chief of Army;비센테 로호 유치 ;1937;1964;1999;LWR;Decisive Battle Doctrine;Very High;M11247;X
990022;Chief of Army;구스타보 두란 마르티네스 ;1938;1964;1999;LWR;Armoured Spearhead Doctrine;High;M11211;X
990023;Chief of Army;아르투로 메나 로이그 ;1940;1964;1999;LWR;Elastic Defence Doctrine;Very High;M11249;X
990024;Chief of Army;후안 페레아 카풀리노 ;1940;1964;1999;LWR;Static Defence Doctrine;High;M11250;X
990025;Chief of Navy;비센테 우리베 갈데아노 ;1933;1964;1999;ST;Base Control Doctrine;Medium;M11114;X
990026;Chief of Navy;페드로 페르난데스 체카 ;1938;1964;1999;ST;Decisive Naval Battle Doctrine;Medium;M11299;X
990027;Chief of Navy;프란시스코 갈란 ;1938;1964;1999;ST;Open Seas Doctrine;Medium;M11029;X
990028;Chief of Navy;페드로 프라도 멘디사발 ;1939;1964;1999;ST;Indirect Approach Doctrine;Medium;M11301;X
990029;Chief of Navy;후안 페이로 벨리스 ;1933;1964;1999;LE;Base Control Doctrine;Medium;M11123;X
990030;Chief of Navy;후안 로페스 산체스 ;1937;1964;1999;LE;Indirect Approach Doctrine;Medium;M11119;X
990031;Chief of Navy;브루노 알론소 ;1933;1964;1999;LWR;Base Control Doctrine;High;M11304;X
990032;Chief of Navy;호아킨 훌리오 마우린 ;1937;1964;1999;LWR;Power Projection Doctrine;High;M11305;X
990033;Chief of Navy;루이스 곤살레스 우비에타 ;1938;1964;1999;LWR;Indirect Approach Doctrine;High;M11306;X
990034;Chief of Navy;인달레시오 프리에토 ;1939;1964;1999;LWR;Open Seas Doctrine;High;M11307;X
990035;Chief of Navy;안드레스 사보리트 ;1940;1964;1999;LWR;Decisive Naval Battle Doctrine;High;M11308;X
990036;Chief of Staff;프랑크 라이안 ;1933;1964;1999;ST;School of Mass Combat;Very High;M11234;X
990037;Chief of Staff;에밀리오 클레베르 ;1937;1964;1999;ST;School of Defence;Very High;M11235;X
990038;Chief of Staff;엔리케 리스터 포르한 ;1938;1964;1999;ST;School of Psychology;Very High;M11236;X
990039;Chief of Staff;후안 모데스토 구이요토 ;1938;1964;1999;ST;School of Mass Combat;Very High;M11237;X
990040;Chief of Staff;안토니오 코르돈 가르시아 ;1938;1964;1999;ST;School of Defence;Very High;M11238;X
990041;Chief of Staff;마누엘 타구에냐 라코르테 ;1939;1964;1999;ST;School of Manoeuvre;Very High;M11027;X
990042;Chief of Staff;프란시스코 갈란 ;1939;1964;1999;ST;School of Fire Support;Very High;M11240;X
